review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"d7c20a16287bbe87","d7c20a16287bbe874ea22a2a0b5507236a81852cd333db36df1e010dbc6d91f2","DISC-G2-A1-ET-L0001","g2/a1/et|Natur|idx:432|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","et","SRC-LV-5901e336fd852b53","crowdin-staging/g2/et-a1.json","Natur|idx:432","lv","daba","Natur","","loodus","loodus","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"edb8dcf6729fab56","edb8dcf6729fab5697a4c3645b043e37070ce8db5760821c6fdbc6accfb2ce58","DISC-G2-A1-HU-L0001","g2/a1/hu|Natur|idx:432|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","hu","SRC-LV-5901e336fd852b53","crowdin-staging/g2/hu-a1.json","Natur|idx:432","lv","daba","Natur","","Természet","Természet","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"0253c430a2012bf9","0253c430a2012bf994ee0771062eab3c004c4d1542ddf139c58bc89b8404865d","DISC-G2-A1-RO-L0001","g2/a1/ro|Natur|idx:432|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","ro","SRC-LV-5901e336fd852b53","crowdin-staging/g2/ro-a1.json","Natur|idx:432","lv","daba","Natur","","Natură","Natură","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"27a3634b55b9e204","27a3634b55b9e204e3956fe42498b7283086244de41b738575a056e0adfbba11","DISC-G2-A1-SK-L0001","g2/a1/sk|Natur|idx:432|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sk","SRC-LV-5901e336fd852b53","crowdin-staging/g2/sk-a1.json","Natur|idx:432","lv","daba","Natur","","Príroda","Príroda","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"ffc8008d8b3373dd","ffc8008d8b3373dd11785e4f48768c4b9743e72a613c99a6a0f4b9e473e51e11","DISC-G2-A1-SV-L0001","g2/a1/sv|Natur|idx:432|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","sv","SRC-LV-5901e336fd852b53","crowdin-staging/g2/sv-a1.json","Natur|idx:432","lv","daba","Natur","","Loodus","Loodus","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"9c7ec57d574d8073","9c7ec57d574d8073e87b940e19ca4bdf353661edf19befb2e59a600814e55186","DISC-G2-A1-TR-L0001","g2/a1/tr|Natur|idx:432|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","tr","SRC-LV-5901e336fd852b53","crowdin-staging/g2/tr-a1.json","Natur|idx:432","lv","daba","Natur","","Doğa","Doğa","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"7e17cd7cb1dbb204","7e17cd7cb1dbb204099c0ef6902eb2a14234b10a4fb09a5853d5bff63c7b1a28","DISC-G2-A1-BG-L0014","g2/a1/bg|Sonntag|idx:568|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","bg","SRC-LV-590cfce10af32573","crowdin-staging/g2/bg-a1.json","Sonntag|idx:568","lv","svētdiena","Sonntag","","Неделя","Неделя","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"81f2c596d1123a9c","81f2c596d1123a9c87af324a006d651bf3c0a86fb0570a81ba99328e7197ab61","DISC-G2-A1-CS-L0014","g2/a1/cs|Sonntag|idx:568|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","cs","SRC-LV-590cfce10af32573","crowdin-staging/g2/cs-a1.json","Sonntag|idx:568","lv","svētdiena","Sonntag","","Neděle","Neděle","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"433891715502afb7","433891715502afb7937f87f4907af809190f54000fcaca4919b24a31d34f13e6","DISC-G2-A1-EN-L0014","g2/a1/en|Sonntag|idx:568|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","en","SRC-LV-590cfce10af32573","crowdin-staging/g2/en-a1.json","Sonntag|idx:568","lv","svētdiena","Sonntag","","Sunday","Sunday","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
"4ba15da01ec61b59","4ba15da01ec61b59a4e28991712b01ef98911c570b43c69835294f21270c0e8b","DISC-G2-A1-ES-L0014","g2/a1/es|Sonntag|idx:568|lv|SOURCE_LV_ISSUE|gpt-5.6-luna","es","SRC-LV-590cfce10af32573","crowdin-staging/g2/es-a1.json","Sonntag|idx:568","lv","svētdiena","Sonntag","","domingo","domingo","PASS","","SOURCE_LV_ISSUE","SOURCE_LV_REVIEW_REQUIRED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","SOURCE_LV_VALID: reviewed against the DE reference; the Latvian source is an acceptable A1 rendering. No LV master change."
