review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"eebeeb8a92134391","eebeeb8a92134391dcd7124c168c7fd12487bf5e008af4a4d1b8170e3efc1e55","DISC-G2-A1-NB-L0012","g2/a1/nb|Sache|idx:503|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Sache|idx:503","lv","lieta","Sache","","Asia","Asia","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","ting","For Sache|idx:503, path lv, “Asia” is linguistically wrong, malformed, or incomplete for German “Sache” and LV “lieta”. Replace it with the individually reviewed nb wording “ting”."
"ef46562e8a95a313","ef46562e8a95a313edbde292c9a9e8ac899a36385e603ee5f68d7bca91e54ecf","DISC-G2-A1-NB-L0013","g2/a1/nb|fragen|idx:197|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","fragen|idx:197","lv","jautāt","fragen","","Kusima","Kusima","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","spørre","For fragen|idx:197, path lv, “Kusima” is linguistically wrong, malformed, or incomplete for German “fragen” and LV “jautāt”. Replace it with the individually reviewed nb wording “spørre”."
"efbb3727ae3f9a4d","efbb3727ae3f9a4dfeee4e512aaa0a6b50644744c1768e69ac63bc2478eee929","DISC-G2-A1-NB-L0001","g2/a1/nb|Apfel|idx:0|lv|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Apfel|idx:0","lv","ābols","Apfel","","Un","Un","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","eple","For Apfel|idx:0, path lv, “Un” is linguistically wrong, malformed, or incomplete for German “Apfel” and LV “ābols”. Replace it with the individually reviewed nb wording “eple”."
"efe73cb8d35474f4","efe73cb8d35474f4a95f57646a96f415d2843c7fcc5a4ebdc388a2a5c5a9f78a","DISC-G2-A1-NB-L0003","g2/a1/nb|was|idx:644|study.translation, study.explanation, study.examples.lv|TARGET_LANGUAGE_MIXUP|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","was|idx:644","study.translation, study.explanation, study.examples.lv","kas • ko","was","","{""study.translation"":""Mis • Mida"",""study.explanation"":""[\""Põhiidee: var på öklissõna sätää ja eräää kohta — eesti keeles på see mis või mida, olenevalt lauseosast.\"",\""Var öklisb säytä, äääää ja faktide kohta, mitte kasätide kohta.\"",\""Saksa keeles var käenetes ei muutuu — se käena alati välja nagu was.\"",\""Kui var på lause alus (fag), tõlgitakse se eesti keeles sõnaga mis (Was ist das? = Mis see on?).\"",\""Kui var på tegusõna sihitis (objekt), tõlgitakse see eesti keeles sõnaga mida (Was machst du? = Mida sa teed?).\"",\""Isikute kohta ösıtakse sönaga wer (kes/milline), mitte var.\""]"",""study.examples.lv"":null}","{""study.translation"":""Mis • Mida"",""study.explanation"":""[\""Põhiidee: var på öklissõna sätää ja eräää kohta — eesti keeles på see mis või mida, olenevalt lauseosast.\"",\""Var öklisb säytä, äääää ja faktide kohta, mitte kasätide kohta.\"",\""Saksa keeles var käenetes ei muutuu — se käena alati välja nagu was.\"",\""Kui var på lause alus (fag), tõlgitakse se eesti keeles sõnaga mis (Was ist das? = Mis see on?).\"",\""Kui var på tegusõna sihitis (objekt), tõlgitakse see eesti keeles sõnaga mida (Was machst du? = Mida sa teed?).\"",\""Isikute kohta ösıtakse sönaga wer (kes/milline), mitte var.\""]"",""study.examples.lv"":null}","PASS","","TARGET_LANGUAGE_MIXUP","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT","PENDING","","","For was|idx:644, the requested path study.translation, study.explanation, study.examples.lv is absent from production. The captured payload “{""study.translation"":""Mis • Mida"",""study.explanation"":""[\""Põhiidee: var på öklissõna sätää ja eräää kohta — eesti keeles på see mis või mida, oleneva…” does not expose that field; German “was” and LV “kas • ko” identify the intended meaning, but an exact field-level target must be created or selected before a linguistic replacement can be approved."
"f3ba93def7a61fc5","f3ba93def7a61fc505242f2a8da5cafeb26c1e39a316630074bd2b6e754321c0","DISC-G2-A1-NB-L0008","g2/a1/nb|E-Mail|idx:159|lv|WRONG_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","E-Mail|idx:159","lv","e-pasts","E-Mail","","E-post","E-post","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","e-post","For E-Mail|idx:159, path lv, “E-post” is linguistically wrong, malformed, or incomplete for German “E-Mail” and LV “e-pasts”. Replace it with the individually reviewed nb wording “e-post”."
"f3f07da8b01479d3","f3f07da8b01479d3dd3e0fe33329891a2cd26e963607e2d64650b1d98c8ab9af","DISC-G2-A1-NB-L0001","g2/a1/nb|Fußball|idx:218|lv; study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Fußball|idx:218","lv; study","futbols","Fußball","","{""lv"":""fotball"",""study.translation"":""fotball"",""study.explanation"":""[\""Hovedidé: Fußball betyr oftest fotball som en idrettsgrein.\"",\""Med artikkel og tellende betyr der Fußball også en fotball.\"",\""Flertall die Fußbälle betyr fotballer, ikke flere idrettsgrener.\""]"",""study.examples"":""[{\""de\"":\""Ich spiele Fußball.\"",\""lv\"":\""Jeg spiller fotball.\""},{\""de\"":\""Der Fußball liegt im Garten.\"",\""lv\"":\""Fotballen ligger i hagen.\""},{\""de\"":\""Wir kaufen zwei Fußbälle.\"",\""lv\"":\""Vi kjøper to fotballer.\""}]"",""study.comparison"":""[{\""word\"":\""Fußball\"",\""meaning\"":\""fotball som idrettsgrein\"",\""example\"":\""Ich spiele Fußball. – Jeg spiller fotball.\""},{\""word\"":\""der Fußball\"",\""meaning\"":\""fotball\"",\""example\"":\""Der Fußball ist neu. – Fotballen er ny.\""}]"",""study.tip"":""[\""Uten artikkel spielen Fußball betyr vanligvis å spille fotball.\"",\""I tellende betydning ein Fußball og die Fußbälle er en fotball og fotballer.\""]"",""study.important"":""[\""die Fußbälle betyr fotballer.\"",\""Idrettsgrenen Fußball brukes vanligvis i entall.\""]""}","{""lv"":""fotball"",""study.translation"":""fotball"",""study.explanation"":""[\""Hovedidé: Fußball betyr oftest fotball som en idrettsgrein.\"",\""Med artikkel og tellende betyr der Fußball også en fotball.\"",\""Flertall die Fußbälle betyr fotballer, ikke flere idrettsgrener.\""]"",""study.examples"":""[{\""de\"":\""Ich spiele Fußball.\"",\""lv\"":\""Jeg spiller fotball.\""},{\""de\"":\""Der Fußball liegt im Garten.\"",\""lv\"":\""Fotballen ligger i hagen.\""},{\""de\"":\""Wir kaufen zwei Fußbälle.\"",\""lv\"":\""Vi kjøper to fotballer.\""}]"",""study.comparison"":""[{\""word\"":\""Fußball\"",\""meaning\"":\""fotball som idrettsgrein\"",\""example\"":\""Ich spiele Fußball. – Jeg spiller fotball.\""},{\""word\"":\""der Fußball\"",\""meaning\"":\""fotball\"",\""example\"":\""Der Fußball ist neu. – Fotballen er ny.\""}]"",""study.tip"":""[\""Uten artikkel spielen Fußball betyr vanligvis å spille fotball.\"",\""I tellende betydning ein Fußball og die Fußbälle er en fotball og fotballer.\""]"",""study.important"":""[\""die Fußbälle betyr fotballer.\"",\""Idrettsgrenen Fußball brukes vanligvis i entall.\""]""}","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","For Fußball|idx:218, path lv; study captures several nested target-language values. The reviewed payload begins “{""lv"":""fotball"",""study.translation"":""fotball"",""study.explanation"":""[\""Hovedidé: Fußball betyr oftest fotball som en idrettsgrein.\"",\""Med artikkel og…”; against German “Fußball” and LV “futbols”, the row does not identify which nested field should receive one exact replacement, so it remains PENDING until field-level values are separated."
"f62a588a94656505","f62a588a94656505893adaf2ca9ffb96dbbb4024cb54f07068cbbaff7f2f09aa","DISC-G2-A1-NB-L0012","g2/a1/nb|Gruppe|idx:255|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","Gruppe|idx:255","lv","grupa","Gruppe","","Gruppe","Gruppe","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","gruppe","For Gruppe|idx:255, path lv, “Gruppe” is linguistically wrong, malformed, or incomplete for German “Gruppe” and LV “grupa”. Replace it with the individually reviewed nb wording “gruppe”."
"f6a3b81cf45821d1","f6a3b81cf45821d1a0691a8547922eb59954f838a108ac47952df2f721a07068","DISC-G2-A1-NB-L0003","g2/a1/nb|einmal|idx:700|lv, study|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","einmal|idx:700","lv, study","vienreiz • reiz","einmal","","{""lv"":""Üks kord • Kord"",""study.translation"":""Üks kord • Kord"",""study.explanation"":""[\""Põhiidee: Osutab özlele korale või korrale (kord ma olin...).\"",\""Einmal jäytä säyätä: üks kord / körätäs.\"",\""Sagelie speltab: ajamärust.\"",\""Einmal yukta özlele korale või korrale (kord ma...).\""]"",""study.examples"":""[{\""de\"":\""Ich war einmal in Berlin.\"",\""lv\"":\""Ma olin kord Berlinis.\""},{\""de\"":\""Ich war einmal in Berlin.\"",\""lv\"":\""Ma olin kord Berlinis.\""}]"",""study.tip"":""[\""einmal = en gang\"",\""Bruk einmal når konteksten stemmer overens med denne betydningen.\""]"",""study.important"":""[\""einmal = en gang eller en gang i fortiden.\"",\""Angir en enkelt gang eller fortid (en gang var jeg...).\""]""}","{""lv"":""Üks kord • Kord"",""study.translation"":""Üks kord • Kord"",""study.explanation"":""[\""Põhiidee: Osutab özlele korale või korrale (kord ma olin...).\"",\""Einmal jäytä säyätä: üks kord / körätäs.\"",\""Sagelie speltab: ajamärust.\"",\""Einmal yukta özlele korale või korrale (kord ma...).\""]"",""study.examples"":""[{\""de\"":\""Ich war einmal in Berlin.\"",\""lv\"":\""Ma olin kord Berlinis.\""},{\""de\"":\""Ich war einmal in Berlin.\"",\""lv\"":\""Ma olin kord Berlinis.\""}]"",""study.tip"":""[\""einmal = en gang\"",\""Bruk einmal når konteksten stemmer overens med denne betydningen.\""]"",""study.important"":""[\""einmal = en gang eller en gang i fortiden.\"",\""Angir en enkelt gang eller fortid (en gang var jeg...).\""]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","For einmal|idx:700, path lv, study captures several nested target-language values. The reviewed payload begins “{""lv"":""Üks kord • Kord"",""study.translation"":""Üks kord • Kord"",""study.explanation"":""[\""Põhiidee: Osutab özlele korale või korrale (kord ma olin...).\""…”; against German “einmal” and LV “vienreiz • reiz”, the row does not identify which nested field should receive one exact replacement, so it remains PENDING until field-level values are separated."
"f75b1e11a995ecbd","f75b1e11a995ecbd3fe9ebec033beb7eedbc7ee5ffb2e1bed81f262d0d38c816","DISC-G2-A1-NB-L0015","g2/a1/nb|nie|idx:449|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","nie|idx:449","lv","nekad","nie","","Aldri","Aldri","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","aldri","For nie|idx:449, path lv, “Aldri” is linguistically wrong, malformed, or incomplete for German “nie” and LV “nekad”. Replace it with the individually reviewed nb wording “aldri”."
"f77842935f7330b9","f77842935f7330b9824a16ca4abb07cea2ae990df33035b5dfb26dd19009a627","DISC-G2-A1-NB-L0007","g2/a1/nb|zwanzig|idx:677|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","nb","","crowdin-staging/g2/nb-a1.json","zwanzig|idx:677","lv","divdesmit","zwanzig","","Tyve","Tyve","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","tjue","For zwanzig|idx:677, path lv, “Tyve” is linguistically wrong, malformed, or incomplete for German “zwanzig” and LV “divdesmit”. Replace it with the individually reviewed nb wording “tjue”."
