review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"688701c074e4345f","688701c074e4345fdb392fc2847ead8606353167671b048bc6fe58c70971f232","G2A1P3-UK-0041","g2/a1/uk|a1-finden|a1.card.a1-finden.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-finden","a1.card.a1-finden.study.translation","atrast","finden","знайти • розглянути","знайти • розглянути","знайти • розглянути","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"69144b94897e48ba","69144b94897e48ba4d59f53f71dce96ce577689c9423914c9f94f84bdaff015e","G2A1P3-UK-0061","g2/a1/uk|a1-ihr|a1.card.a1-ihr.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-ihr","a1.card.a1-ihr.study.translation","jūs • viņai","ihr","ти • її","ти • її","ти • її","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"6a0bb19f621d7c33","6a0bb19f621d7c3302f4686c951db0a49765d11fc719ca841bafb23d178801d6","G2A1P3-UK-0076","g2/a1/uk|a1-land|a1.card.a1-land.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-land","a1.card.a1-land.study.translation","valsts • zeme","Land","країна • земля","країна • земля","країна • земля","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"6bdb557b22cbf901","6bdb557b22cbf901431ad0b7c479a2ea962bf01acbdb8073e71204891070cf5f","G2A1P3-UK-0115","g2/a1/uk|a1-was|a1.card.a1-was.native|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-was","a1.card.a1-was.native","kas • ko","was","хто • що","хто • що","хто • що","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"6cc99b02babfa31c","6cc99b02babfa31c785dfcc7bb5267eb602419cc9660524deb1907fca87f3b10","G2A1P3-UK-0038","g2/a1/uk|a1-fahren|a1.card.a1-fahren.native|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-fahren","a1.card.a1-fahren.native","braukt","fahren","вести • вести • відводити","вести • вести • відводити","вести • вести • відводити","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"71f1f38cfc8417fb","71f1f38cfc8417fb47ce940a5471f323fa52fc731148c428b60b9525e7082582","G2A1P3-UK-0051","g2/a1/uk|a1-halten|a1.card.a1-halten.native|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-halten","a1.card.a1-halten.native","turēt","halten","тримати • зупинити","тримати • зупинити","тримати • зупинити","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"742e83c39983099e","742e83c39983099e9fd0d8dd21634da642611434a69c9097c385f899437149f4","G2A1P3-UK-0020","g2/a1/uk|a1-ein|a1.card.a1-ein.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-ein","a1.card.a1-ein.study.translation","nenoteiktais artikuls","ein","неозначений артикль • один • хтось","неозначений артикль • один • хтось","неозначений артикль • один • хтось","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"756040321afbeabe","756040321afbeabeb2525262cfaa8f3dafded8ebc7bb530978e30e4792319536","G2A1P3-UK-0104","g2/a1/uk|a1-seite|a1.card.a1-seite.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-seite","a1.card.a1-seite.study.translation","lappuse • puse","Seite","сторінка • сторона","сторінка • сторона","сторінка • сторона","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"76fc665cf23d99f6","76fc665cf23d99f6f9a4fbcea5ab440bcfd6271787b193f1e88972e1ea5677c7","G2A1P3-UK-0085","g2/a1/uk|a1-machen|a1.card.a1-machen.native|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-machen","a1.card.a1-machen.native","darīt • taisīt","machen","зробити • зробити","зробити • зробити","зробити • зробити","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
"796a0cd7d308de30","796a0cd7d308de30af81a6d5bcdd449b1b145292191d38a374ea021fcb96e36f","G2A1P3-UK-0029","g2/a1/uk|a1-es|a1.card.a1-es.native|MULTI_TRANSLATION|deterministic/multi-translation","uk","","crowdin-staging/g2/uk-a1.json","a1-es","a1.card.a1-es.native","tas","es","it • it • безособова форма","it • it • безособова форма","it • it • безособова форма","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","NELABOT","","Reviewed as a finding: target-language content is present and the MULTI_TRANSLATION structural signal alone does not prove an error; no reason or proposed correction was supplied."
