review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note
"448e88fd226a27b9","448e88fd226a27b99aefa72923e8bc0b677d68c508ab5cb4e2caa6b3c54e5a78","G2A1P3-HU-0075","g2/a1/hu|a1-land|a1.card.a1-land.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-land","a1.card.a1-land.native","valsts • zeme","Land","Ország • Föld","Ország • Föld","Ország • Föld","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"45d252b46b224d3f","45d252b46b224d3f169a2cdd832a6cfccfbc9bea2434b44da4719263856aaa9f","G2A1P3-HU-0131","g2/a1/hu|jetzt|a1.card.jetzt.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","jetzt","a1.card.jetzt.native","tagad • pašlaik","jetzt","Most • Jelenleg","Most • Jelenleg","Most • Jelenleg","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"467fef2a347c2ac9","467fef2a347c2ac9200cf9fd260ad37d0dbcc9c4e9dc123f3aa68256e925bd4a","G2A1P3-HU-0078","g2/a1/hu|a1-lang|a1.card.a1-lang.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-lang","a1.card.a1-lang.study.translation","garš • ilgs","lang","Hosszú • Hosszú","Hosszú • Hosszú","Hosszú • Hosszú","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"4838c83b21acf2ec","4838c83b21acf2eca35c31a94f18b31f2558d5961a95ec53276c043c22b91282","G2A1P3-HU-0115","g2/a1/hu|a1-verstehen|a1.card.a1-verstehen.study.explanation[2]|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-verstehen","a1.card.a1-verstehen.study.explanation[2]","Latviski šeit parasti nevajag “prast” vai “mācēt”; tie biežāk ir können.","verstehen","Itt általában nem kell ""tudni"" vagy ""tanítani"" a lettet • Gyakrabban könnenek.","Itt általában nem kell ""tudni"" vagy ""tanítani"" a lettet • Gyakrabban könnenek.","Itt általában nem kell ""tudni"" vagy ""tanítani"" a lettet • Gyakrabban könnenek.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"4a0482ac26523499","4a0482ac26523499deda7b90a5a90f65a1e69c7ff7195b67a64299071c1a6d9c","G2A1P3-HU-0096","g2/a1/hu|a1-nur-study|a1.card.a1-nur-study.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-nur-study","a1.card.a1-nur-study.native","tikai • vienīgi","nur","Csak • Csak","Csak • Csak","Csak • Csak","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"4aa608d25b362058","4aa608d25b3620583eb881c64f51a81b41c8a0e56b0e6e8255272bc650c81cee","G2A1P3-HU-0009","g2/a1/hu|a1-aus|a1.card.a1-aus.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-aus","a1.card.a1-aus.native","no","aus"," • Ki"," • Ki"," • Ki","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"4bd62f4a992065db","4bd62f4a992065dbcf5f802d1163c3398dc29bb5716e2ce904ed831ec3f047d1","G2A1P3-HU-0061","g2/a1/hu|a1-ihr|a1.card.a1-ihr.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-ihr","a1.card.a1-ihr.study.translation","jūs • viņai","ihr","Te • Őt","Te • Őt","Te • Őt","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"5112f99fbecd96f1","5112f99fbecd96f1c70933b6adb5de3c604d278a7755aba68851bf35319dae13","G2A1P3-HU-0028","g2/a1/hu|a1-erst|a1.card.a1-erst.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-erst","a1.card.a1-erst.study.translation","tikai","erst","Először • Csak","Először • Csak","Először • Csak","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"51cfac00c6777a44","51cfac00c6777a445913d7f1f687f1ce7ca22da969f035988171491d2d867fc5","G2A1P3-HU-0031","g2/a1/hu|a1-es|a1.card.a1-es.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-es","a1.card.a1-es.study.translation","tas","es","It • It • Személytelen forma","It • It • Személytelen forma","It • It • Személytelen forma","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"52fc864d5879a19e","52fc864d5879a19e06e7a678f79913cfdfa7cf14ee187bf16e4a66da37a03d50","G2A1P3-HU-0070","g2/a1/hu|a1-koennen|a1.card.a1-koennen.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-koennen","a1.card.a1-koennen.native","varēt • prast","können","Tudni • Tudni","Tudni • Tudni","Tudni • Tudni","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"5310f441e3146400","5310f441e31464003fc4d3b392a9a892178c2a667e1a3c3f0a76180bd26c1da2","G2A1P3-HU-0106","g2/a1/hu|a1-sich|a1.card.a1-sich.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-sich","a1.card.a1-sich.native","sevi • sev","sich","Magát • Önmagáért","Magát • Önmagáért","Magát • Önmagáért","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
"542c0058f2315c73","542c0058f2315c73b01bbee51bd9e1d493a2a9a6d89a2c5ae530fa50a36986b8","G2A1P3-HU-0023","g2/a1/hu|a1-eis|a1.card.a1-eis.native|MULTI_TRANSLATION|deterministic/multi-translation","hu","","crowdin-staging/g2/hu-a1.json","a1-eis","a1.card.a1-eis.native","ledus • saldējums","Eis","Jégkrém • Fagylalt","Jégkrém • Fagylalt","Jégkrém • Fagylalt","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","",""
