escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-037","BATCH-156","b780227414433120","b7802274144331205ef8e18886da27f7296a2a833c55088735a9b0a4be8479a8","DISC-G2-A1-LB-L0020","g2/a1/lb|Schlüssel|idx:514|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Schlüssel|idx:514","lv","atslēga","Schlüssel","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of Schlüssel|idx:514 / lv: exact Luxembourgish wording for German 'Schlüssel' (Latvian 'atslēga') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-189","0ef5aa7239fc5d0a","0ef5aa7239fc5d0a30289ea56f0b40baae8ea39ba0601954c1db92be280d8353","DISC-G2-A1-LB-L0021","g2/a1/lb|schmecken|idx:515|lv|ORTHOGRAPHY|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","schmecken|idx:515","lv","garšot","schmecken","","Garschot","Garschot","PASS","","ORTHOGRAPHY","ORTHOGRAPHY_SPELLING_OR_DIACRITICS","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","ORTHOGRAPHY_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of schmecken|idx:515 / lv: exact Luxembourgish wording for German 'schmecken' (Latvian 'garšot') is not established by the supplied evidence; production currently has 'Garschot' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-154","5d3ef5a4f8bd4e0b","5d3ef5a4f8bd4e0b985c6eb3f9501e50987115fc6ec8ef9661e44abd34641ae7","DISC-G2-A1-LB-L0022","g2/a1/lb|schmutzig|idx:516|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","schmutzig|idx:516","lv","netīrs","schmutzig","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of schmutzig|idx:516 / lv: exact Luxembourgish wording for German 'schmutzig' (Latvian 'netīrs') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-156","ca8a58769638427e","ca8a58769638427ea5fa84e3e94a2f71cec9c91cb5f4adc23a469d5e120a5315","DISC-G2-A1-LB-L0023","g2/a1/lb|Schnee|idx:517|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Schnee|idx:517","lv","sniegs","Schnee","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of Schnee|idx:517 / lv: exact Luxembourgish wording for German 'Schnee' (Latvian 'sniegs') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-153","1aa99e0724c25093","1aa99e0724c250938015a64692e84c593f2ae262170e2d73a4ec881abc84a443","DISC-G2-A1-LB-L0024","g2/a1/lb|schneien|idx:518|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","schneien|idx:518","lv","snigt","schneien","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of schneien|idx:518 / lv: exact Luxembourgish wording for German 'schneien' (Latvian 'snigt') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-154","3c99f907b2d91a85","3c99f907b2d91a85c8686cbc017c9ba148cdcb998bc485f58105e42d8e8f25b5","DISC-G2-A1-LB-L0001","g2/a1/lb|schnell|idx:519|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","schnell|idx:519","lv","ātrs","schnell","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of schnell|idx:519 / lv: exact Luxembourgish wording for German 'schnell' (Latvian 'ātrs') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-155","7aee94253bf21d9b","7aee94253bf21d9b06042363b725ed0757e18cfb7353955408b5a5332da7671f","DISC-G2-A1-LB-L0002","g2/a1/lb|Schokolade|idx:520|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Schokolade|idx:520","lv","šokolāde","Schokolade","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of Schokolade|idx:520 / lv: exact Luxembourgish wording for German 'Schokolade' (Latvian 'šokolāde') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-156","bfaaa24b32ec66cb","bfaaa24b32ec66cbc80e633bf355932f2f41ed8a10278ac95d03514b5ba95651","DISC-G2-A1-LB-L0005","g2/a1/lb|schon|idx:521|lv/study|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","schon|idx:521","lv/study","jau","schon","","{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Haaptidee: Eppes ass scho geschitt oder ass scho gëlteg.\"",\""Schonn galvenokārt nozīmē: kaut kas jau ir noticis vai spēkā.\"",\""Dacks karakteriséiert: geschiddene Fakten oder existéierend Zoustand.\"",\""Schonn nozīmē jau: kaut kas jau ir noticis vai jau ir spēkā.\""]"",""study.examples"":""[{\""de\"":\""Ich bin schon zu Hause.\"",\""lv\"":\""Dat ass dat „wir\\\""., Hier waren wir nie! '\""}]"",""study.tip"":""[\""Eppes ass scho geschitt oder ass scho gëlteg.\"",\""Benotz schon, wann de Kontext dëser Bedeitong entsprécht.\""]"",""study.important"":""[\""schon = schonn.\"",\""Eppes ass scho geschitt oder ass scho gëlteg.\""]""}","{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Haaptidee: Eppes ass scho geschitt oder ass scho gëlteg.\"",\""Schonn galvenokārt nozīmē: kaut kas jau ir noticis vai spēkā.\"",\""Dacks karakteriséiert: geschiddene Fakten oder existéierend Zoustand.\"",\""Schonn nozīmē jau: kaut kas jau ir noticis vai jau ir spēkā.\""]"",""study.examples"":""[{\""de\"":\""Ich bin schon zu Hause.\"",\""lv\"":\""Dat ass dat „wir\\\""., Hier waren wir nie! '\""}]"",""study.tip"":""[\""Eppes ass scho geschitt oder ass scho gëlteg.\"",\""Benotz schon, wann de Kontext dëser Bedeitong entsprécht.\""]"",""study.important"":""[\""schon = schonn.\"",\""Eppes ass scho geschitt oder ass scho gëlteg.\""]""}","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","PENDING after individual inspection of schon|idx:521 / lv/study: the row bundles several production values; the snapshot begins '{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Haaptidee: Eppes ass scho geschitt oder ass scho gëlteg.\"",\""Sc…'. For German 'schon' / Latvian 'jau', OWNER must name the exact subfield and provide its complete Luxembourgish replacement; one row-level owner_new would be ambiguous."
"ESC-037","BATCH-155","84cd474fb1f36438","84cd474fb1f36438ec324ee72ee06ffcdb411ccdf65ea5fbe66080326a04e6a6","DISC-G2-A1-LB-L0003","g2/a1/lb|schön|idx:522|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","schön|idx:522","lv","skaists","schön","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of schön|idx:522 / lv: exact Luxembourgish wording for German 'schön' (Latvian 'skaists') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
"ESC-037","BATCH-153","14593cb757c644d4","14593cb757c644d483b64f8bb66f713bdf6923142e80d1df9c027e2e0e0a53f5","DISC-G2-A1-LB-L0004","g2/a1/lb|Schrank|idx:523|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Schrank|idx:523","lv","skapis","Schrank","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","PENDING after individual lexical review of Schrank|idx:523 / lv: exact Luxembourgish wording for German 'Schrank' (Latvian 'skapis') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma."
