escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-021","BATCH-207","9d6d99493c97132d","9d6d99493c97132d745544d8bd736e5fa5c9d7065d869b3b33a2e44075a4e86d","G2A1P3-IS-0033","g2/a1/is|a1-etwas|a1.card.a1-etwas.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-etwas","a1.card.a1-etwas.study.translation","kaut kas","etwas","Midagi • Veidi","Midagi • Veidi","Midagi • Veidi","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «etwas» / LV «kaut kas» laukā «a1.card.a1-etwas.study.translation»: current «Midagi • Veidi» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","918118e6080525f4","918118e6080525f45198887e2d354c2bf0e679b754d2f4602b4372bfab42610a","G2A1P3-IS-0034","g2/a1/is|a1-euch|a1.card.a1-euch.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-euch","a1.card.a1-euch.native","jūs • jums","euch","Teid • Teile","Teid • Teile","Teid • Teile","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «euch» / LV «jūs • jums» laukā «a1.card.a1-euch.native»: current «Teid • Teile» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","c3100198c0c76392","c3100198c0c76392d42beb105879cbf6cae0e71609080bcf3670cafcf07d105d","G2A1P3-IS-0035","g2/a1/is|a1-euch|a1.card.a1-euch.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-euch","a1.card.a1-euch.study.translation","jūs • jums","euch","Teid • Teile","Teid • Teile","Teid • Teile","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «euch» / LV «jūs • jums» laukā «a1.card.a1-euch.study.translation»: current «Teid • Teile» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","d026be8f432df156","d026be8f432df1566458784c62ab98afde728bdead901274e9ced604145def13","G2A1P3-IS-0036","g2/a1/is|a1-fahren|a1.card.a1-fahren.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-fahren","a1.card.a1-fahren.native","braukt","fahren","Sõitma • Vedama • Era viima","Sõitma • Vedama • Era viima","Sõitma • Vedama • Era viima","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «fahren» / LV «braukt» laukā «a1.card.a1-fahren.native»: current «Sõitma • Vedama • Era viima» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","407888642f499001","407888642f499001044ba83e7fec2460930f01438c2c272bb80e1efe4369a1b3","G2A1P3-IS-0037","g2/a1/is|a1-fahren|a1.card.a1-fahren.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-fahren","a1.card.a1-fahren.study.translation","braukt","fahren","Sõitma • Vedama • Era viima","Sõitma • Vedama • Era viima","Sõitma • Vedama • Era viima","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «fahren» / LV «braukt» laukā «a1.card.a1-fahren.study.translation»: current «Sõitma • Vedama • Era viima» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","121423a1a0cd905d","121423a1a0cd905de8f2c33f13c76d88ceec39bb425450f23e804b0bdef1fe38","G2A1P3-IS-0038","g2/a1/is|a1-finden|a1.card.a1-finden.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-finden","a1.card.a1-finden.native","atrast","finden","Leidma • Arvama","Leidma • Arvama","Leidma • Arvama","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «finden» / LV «atrast» laukā «a1.card.a1-finden.native»: current «Leidma • Arvama» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","b01ddb8ac5df581d","b01ddb8ac5df581d9c93f0c4f2fffa2648dfee8284c9548c21dc5be8290d9034","G2A1P3-IS-0039","g2/a1/is|a1-finden|a1.card.a1-finden.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-finden","a1.card.a1-finden.study.translation","atrast","finden","Leidma • Arvama","Leidma • Arvama","Leidma • Arvama","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «finden» / LV «atrast» laukā «a1.card.a1-finden.study.translation»: current «Leidma • Arvama» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","2419e6f5ace3d9e5","2419e6f5ace3d9e5ed13e9ebc78b9bd8a03d7eb231168ec58a8dabdb8a1559a2","G2A1P3-IS-0040","g2/a1/is|a1-frau|a1.card.a1-frau.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-frau","a1.card.a1-frau.native","sieviete","Frau","Naine • Abikaasa","Naine • Abikaasa","Naine • Abikaasa","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Frau» / LV «sieviete» laukā «a1.card.a1-frau.native»: current «Naine • Abikaasa» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","546b4c3f8129e459","546b4c3f8129e459ee8f40398273a5ba42571877d610dba9933ed142e80fc9b7","G2A1P3-IS-0041","g2/a1/is|a1-frau|a1.card.a1-frau.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-frau","a1.card.a1-frau.study.translation","sieviete","Frau","Naine • Abikaasa","Naine • Abikaasa","Naine • Abikaasa","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «Frau» / LV «sieviete» laukā «a1.card.a1-frau.study.translation»: current «Naine • Abikaasa» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
"ESC-021","BATCH-207","ce1b46a3225d993a","ce1b46a3225d993a23c04a6d4e05ec848ab9b9498f8cc4e222d5f221d710bd94","G2A1P3-IS-0042","g2/a1/is|a1-fuer|a1.card.a1-fuer.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-fuer","a1.card.a1-fuer.native","priekš","für","Jaoks • Eest","Jaoks • Eest","Jaoks • Eest","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","Individuāli pārbaudīts islandiešu ieraksts «für» / LV «priekš» laukā «a1.card.a1-fuer.native»: current «Jaoks • Eest» nedod droši apstiprināmu islandiešu ekvivalentu. Nepieciešams islandiešu OWNER apstiprināts lemmas vai teikuma teksts."
