escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-066","BATCH-220","93a67a31cd8642fa","93a67a31cd8642fa37e2fd9b1890e567f6f12fb19394e6867d4ca8c8766732d9","G2A1P3-RO-0089","g2/a1/ro|a1-land|a1.card.a1-land.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-land","a1.card.a1-land.study.translation","valsts • zeme","Land","Ţară • Pământ","Ţară • Pământ","Ţară • Pământ","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-land.study.translation"
"ESC-066","BATCH-220","da5afc347cb01751","da5afc347cb01751bb6c852a55577faa9617eefcd0e51795b46dfddad5e09498","G2A1P3-RO-0090","g2/a1/ro|a1-lang|a1.card.a1-lang.native|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-lang","a1.card.a1-lang.native","garš • ilgs","lang","Lung • Lung","Lung • Lung","Lung • Lung","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-lang.native"
"ESC-066","BATCH-220","888e6040521536f8","888e6040521536f8403c1e2ad57b1c9286c4a9d690ae17a12e5de96a70ec95dc","G2A1P3-RO-0091","g2/a1/ro|a1-lang|a1.card.a1-lang.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-lang","a1.card.a1-lang.study.translation","garš • ilgs","lang","Lung • Lung","Lung • Lung","Lung • Lung","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-lang.study.translation"
"ESC-066","BATCH-220","f26046202f57eac2","f26046202f57eac2f9e1054955b3a8e9c521dad94de91b608e112ea7cde25a1d","G2A1P3-RO-0092","g2/a1/ro|a1-lassen|a1.card.a1-lassen.native|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-lassen","a1.card.a1-lassen.native","atstāt • ļaut","lassen","Lasă • Lasă","Lasă • Lasă","Lasă • Lasă","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-lassen.native"
"ESC-066","BATCH-220","bf7d81887fb3e488","bf7d81887fb3e488adb72bc84610c5e2d57ac6cb2d322816a045aee4401c109f","G2A1P3-RO-0093","g2/a1/ro|a1-lassen|a1.card.a1-lassen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-lassen","a1.card.a1-lassen.study.translation","atstāt • ļaut","lassen","Lasă • Lasă","Lasă • Lasă","Lasă • Lasă","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-lassen.study.translation"
"ESC-066","BATCH-219","53b3ad06c352ac8e","53b3ad06c352ac8e3d6f1407f354dfae132f8160d0e31282bae8f5259c7d463a","G2A1P3-RO-0094","g2/a1/ro|a1-laufen|a1.card.a1-laufen.native|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-laufen","a1.card.a1-laufen.native","skriet • darboties","laufen","A alerga • A opera","A alerga • A opera","A alerga • A opera","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-laufen.native"
"ESC-066","BATCH-219","5236dd362182fdec","5236dd362182fdec719dc31f9c3f60f92369e14dee84821389ed99b960971711","G2A1P3-RO-0095","g2/a1/ro|a1-laufen|a1.card.a1-laufen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-laufen","a1.card.a1-laufen.study.translation","skriet • darboties","laufen","A alerga • A opera","A alerga • A opera","A alerga • A opera","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-laufen.study.translation"
"ESC-066","BATCH-220","c90b975920dcbc4a","c90b975920dcbc4a764a853af43db6dc402f09064c123d2b2bfccefcf665b5aa","G2A1P3-RO-0096","g2/a1/ro|a1-liegen|a1.card.a1-liegen.native|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-liegen","a1.card.a1-liegen.native","atrasties • gulēt","liegen","A fi • A dormi","A fi • A dormi","A fi • A dormi","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-liegen.native"
"ESC-066","BATCH-220","93bb0220ce7f26e1","93bb0220ce7f26e10401a159884b4c5e409063c0e0bf15a88e1ea27fb20e8db2","G2A1P3-RO-0097","g2/a1/ro|a1-liegen|a1.card.a1-liegen.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-liegen","a1.card.a1-liegen.study.translation","atrasties • gulēt","liegen","A fi • A dormi","A fi • A dormi","A fi • A dormi","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-liegen.study.translation"
"ESC-066","BATCH-219","4fa62dba85e689c1","4fa62dba85e689c1fa02fa350fc3450daf3812993d9a59fc574da7b11b54fc62","G2A1P3-RO-0098","g2/a1/ro|a1-machen|a1.card.a1-machen.native|MULTI_TRANSLATION|deterministic/multi-translation","ro","","crowdin-staging/g2/ro-a1.json","a1-machen","a1.card.a1-machen.native","darīt • taisīt","machen","Face • Face","Face • Face","Face • Face","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED. mapping=EXACT_FIELD bucket=MULTI_TRANSLATION_REVIEW_REQUIRED lang=ro field=a1.card.a1-machen.native"
