escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-038","BATCH-155","8075c792c13289f9","8075c792c13289f94572c6429ca3b5903bc65155f6ef3c1b5a86395b33075bf7","DISC-G2-A1-LB-L0005","g2/a1/lb|unser|idx:613|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","unser|idx:613","lv","mūsu","unser","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-155","74d8f18309e04b29","74d8f18309e04b290fa9127565fc48bd8a5629d7096ac8b11da5d25256cd7445","DISC-G2-A1-LB-L0006","g2/a1/lb|unten|idx:614|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","unten|idx:614","lv","apakšā","unten","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-168","ca08ebf2c9226e69","ca08ebf2c9226e699f47cceace9edcaa87c291dbcf6552751f7208b0f00b4595","DISC-G2-A1-LB-L0004","g2/a1/lb|unter|idx:615|lv, study|TARGET_TRANSLATION_ERROR|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","unter|idx:615","lv, study","zem","unter","","{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Galvenā doma: ënner nozīmē zem vai starp atkarībā no konteksta.\"",\""Jo, kas atrodas zem galda, krēsla vai cita priekšmeta, lieto ënner.\"",\""Jo runa ir par cilvēku groupu, ënner war nozīmēt starp.\"",\""Et ass de Géigendeel vum Wuert über, wann et ëm d'Richtung uewen/ënnen geet.\""]"",""study.examples"":""[{\""de\"":\""Die Tasche ist unter dem Tisch.\"",\""lv\"":\""Soma ir zem galda.\""},{\""de\"":\""Die Katze liegt unter dem Stuhl.\"",\""lv\"":\""Kayseri guệzem krēsla.\""},{\""de\"":\""Unter Freunden sagt man das so.\"",\""lv\"":\""Произношение на DA DA DA [fr]\""},{\""de\"":\""Die Lampe hängt über dem Tisch.\"",\""lv\"":\""Lampa karājas firs galda.\""}]"",""study.comparison"":""[{\""word\"":\""unter\"",\""meaning\"":\""CAA -\"",\""example\"":\""Die Tasche ist unter dem Tisch.\""},{\""word\"":\""über\"",\""meaning\"":\""Virs /PAR\"",\""example\"":\""Die Lampe hängt über dem Tisch.\""},{\""word\"":\""zwischen\"",\""meaning\"":\""Starp divām latenām\"",\""example\"":\""Zwischen den Häusern.\""},{\""word\"":\""auf\"",\""meaning\"":\""CAA -\"",\""example\"":\""Auf dem Tisch.\""}]"",""study.tip"":""{\""text\"":\""Atceries: zem galda → unter dem Tisch.\""}"",""study.important"":""[\""unter var nozīmēt arī \\\""starp\\\"", īpaši ar cilvēkiem vai grupām.\"",\""unter a béid sinn of dacks Géigendeel am Plaz-Sënn.\""]""}","{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Galvenā doma: ënner nozīmē zem vai starp atkarībā no konteksta.\"",\""Jo, kas atrodas zem galda, krēsla vai cita priekšmeta, lieto ënner.\"",\""Jo runa ir par cilvēku groupu, ënner war nozīmēt starp.\"",\""Et ass de Géigendeel vum Wuert über, wann et ëm d'Richtung uewen/ënnen geet.\""]"",""study.examples"":""[{\""de\"":\""Die Tasche ist unter dem Tisch.\"",\""lv\"":\""Soma ir zem galda.\""},{\""de\"":\""Die Katze liegt unter dem Stuhl.\"",\""lv\"":\""Kayseri guệzem krēsla.\""},{\""de\"":\""Unter Freunden sagt man das so.\"",\""lv\"":\""Произношение на DA DA DA [fr]\""},{\""de\"":\""Die Lampe hängt über dem Tisch.\"",\""lv\"":\""Lampa karājas firs galda.\""}]"",""study.comparison"":""[{\""word\"":\""unter\"",\""meaning\"":\""CAA -\"",\""example\"":\""Die Tasche ist unter dem Tisch.\""},{\""word\"":\""über\"",\""meaning\"":\""Virs /PAR\"",\""example\"":\""Die Lampe hängt über dem Tisch.\""},{\""word\"":\""zwischen\"",\""meaning\"":\""Starp divām latenām\"",\""example\"":\""Zwischen den Häusern.\""},{\""word\"":\""auf\"",\""meaning\"":\""CAA -\"",\""example\"":\""Auf dem Tisch.\""}]"",""study.tip"":""{\""text\"":\""Atceries: zem galda → unter dem Tisch.\""}"",""study.important"":""[\""unter var nozīmēt arī \\\""starp\\\"", īpaši ar cilvēkiem vai grupām.\"",\""unter a béid sinn of dacks Géigendeel am Plaz-Sënn.\""]""}","PASS","","TARGET_TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=SEMANTIC_OR_MEANING_ERROR lang=lb field=lv, study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-038","BATCH-232","6bba9e87930153ac","6bba9e87930153acaabedbab19f4a8c0dec838a504e551d5af33c150a0f3267d","DISC-G2-A1-LB-L0005","g2/a1/lb|Urlaub|idx:695|study.examples|CORRUPTED_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Urlaub|idx:695","study.examples","[{""de"":""Mein Vater ist im Urlaub."",""lv"":""Mans tēvs ir atvaļinājumā.""},{""de"":""Mein Vater ist im Urlaub."",""lv"":""mans tēvs ir atvaļinājumā.""},{""de"":""Nächste Woche habe ich Urlaub."",""lv"":""nākamnedēļ man ir atvaļinājums.""},{""de"":""Wir machen Urlaub in Spanien."",""lv"":""mēs pavadām atvaļinājumu Spānijā.""},{""de"":""im Urlaub"",""lv"":""atvaļinājumā (darbs).""}]","Urlaub","","[{""de"":""Mein Vater ist im Urlaub."",""lv"":""Mënsche tēvs ər ər ər ər ər.""},{""de"":""Mein Vater ist im Urlaub."",""lv"":""Mënsche tēvs ər ər ər ər ər.""},{""de"":""Nächste Woche habe ich Urlaub."",""lv"":""Nākamnedēļ man ir atvaļinājums.""},{""de"":""Wir machen Urlaub in Spanien."",""lv"":""Произношение на просмотреть онлайн""},{""de"":""im Urlaub"",""lv"":""Atvaļinājumā (darbs).""}]","[{""de"":""Mein Vater ist im Urlaub."",""lv"":""Mënsche tēvs ər ər ər ər ər.""},{""de"":""Mein Vater ist im Urlaub."",""lv"":""Mënsche tēvs ər ər ər ər ər.""},{""de"":""Nächste Woche habe ich Urlaub."",""lv"":""Nākamnedēļ man ir atvaļinājums.""},{""de"":""Wir machen Urlaub in Spanien."",""lv"":""Произношение на просмотреть онлайн""},{""de"":""im Urlaub"",""lv"":""Atvaļinājumā (darbs).""}]","PASS","","CORRUPTED_TRANSLATION","CONTENT_CORRUPTION_OR_UNRELATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXACT_FIELD","OTHER_OWNER_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: OTHER_OWNER_REVIEW_REQUIRED. mapping=EXACT_FIELD bucket=CONTENT_CORRUPTION_OR_UNRELATED lang=lb field=study.examples"
"ESC-038","BATCH-156","b5444ee83a7fbf09","b5444ee83a7fbf0999622576de07ec2f815a135d665ca63b428aa31e0bc017ed","DISC-G2-A1-LB-L0007","g2/a1/lb|Vase|idx:616|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Vase|idx:616","lv","vāze","Vase","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-154","47642988f59dd5e4","47642988f59dd5e44ac3b931994f4e7c090bdf3fe5e06714e3a2bac0c63748ff","DISC-G2-A1-LB-L0008","g2/a1/lb|Vater|idx:617|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Vater|idx:617","lv","tēvs","Vater","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-156","b2ee2afe047987f9","b2ee2afe047987f9262cc043ac1b0123afe7685d25a3b19119ac5ae0f40a63a4","DISC-G2-A1-LB-L0009","g2/a1/lb|verheiratet|idx:618|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","verheiratet|idx:618","lv","precējies","verheiratet","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-156","c3075c4cf62cc2c0","c3075c4cf62cc2c0915966c90bdc3bff622f74f83eaa90b173a20bd26f52bcb5","DISC-G2-A1-LB-L0010","g2/a1/lb|verkaufen|idx:619|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","verkaufen|idx:619","lv","pārdot","verkaufen","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-153","20d5695f5b4cca24","20d5695f5b4cca24d1c79131db61f5078b78bfd8c833a6390768a0523f4c4608","DISC-G2-A1-LB-L0011","g2/a1/lb|verlieren|idx:620|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","verlieren|idx:620","lv","zaudēt","verlieren","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","MISSING_TRANSLATION_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: MISSING_TRANSLATION_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=MISSING_OR_UNTRANSLATED lang=lb field=lv"
"ESC-038","BATCH-168","f7b407908defd52a","f7b407908defd52ad956131ea3b60dd28eba1c519afbf3eb03df0a3d49ccf21b","DISC-G2-A1-LB-L0005","g2/a1/lb|verstehen|idx:621|lv, study|TARGET_TRANSLATION_ERROR|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","verstehen|idx:621","lv, study","saprast","verstehen","","{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Galvenā doma: verstoen nozīmē saprast.\"",\""To let, yes saproti valodu, cilvēku, tekstu vai situāciju.\"",\""Latviski šeit parasti nevajag \\\""prast\\\"" vai \\\""mācēt\\\"" • Tie biežāk ir kann.\"",\""Ech verstinn dat. - I understand. = Es saprotu.\""]"",""study.examples"":""[{\""de\"":\""Ich verstehe dich.\"",\""lv\"":\""Es tevi saprotu.\""},{\""de\"":\""Verstehst du Deutsch?\"",\""lv\"":\""Vai tu saproti vāciski?\""},{\""de\"":\""Ich verstehe das nicht.\"",\""lv\"":\""Et ass nesaprotu.\""},{\""de\"":\""Ich kann Deutsch sprechen.\"",\""lv\"":\""Procès-verbaux du.\""}]"",""study.comparison"":""[{\""word\"":\""verstehen\"",\""meaning\"":\""CAA -\"",\""example\"":\""Ich verstehe dich.\""},{\""word\"":\""können\"",\""meaning\"":\""Varēt/prast\"",\""example\"":\""Ich kann schwimmen.\""},{\""word\"":\""wissen\"",\""meaning\"":\""CAA -\"",\""example\"":\""Ich weiß das.\""},{\""word\"":\""kennen\"",\""meaning\"":\""CAA -\"",\""example\"":\""Ich kenne ihn.\""}]"",""study.tip"":""{\""text\"":\""Atceries: saprast tekstu/cilvēku → verstehen; prast kaut ko darīt → können.\""}"",""study.important"":""[\""verstehen nav galvenais vārds nozīmei \\\""prast\\\"".\"",\""Ich verstehe Deutsch nozīmē \\\""es saprotu vāciski\\\"".\""]""}","{""lv"":""CAA -"",""study.translation"":""CAA -"",""study.explanation"":""[\""Galvenā doma: verstoen nozīmē saprast.\"",\""To let, yes saproti valodu, cilvēku, tekstu vai situāciju.\"",\""Latviski šeit parasti nevajag \\\""prast\\\"" vai \\\""mācēt\\\"" • Tie biežāk ir kann.\"",\""Ech verstinn dat. - I understand. = Es saprotu.\""]"",""study.examples"":""[{\""de\"":\""Ich verstehe dich.\"",\""lv\"":\""Es tevi saprotu.\""},{\""de\"":\""Verstehst du Deutsch?\"",\""lv\"":\""Vai tu saproti vāciski?\""},{\""de\"":\""Ich verstehe das nicht.\"",\""lv\"":\""Et ass nesaprotu.\""},{\""de\"":\""Ich kann Deutsch sprechen.\"",\""lv\"":\""Procès-verbaux du.\""}]"",""study.comparison"":""[{\""word\"":\""verstehen\"",\""meaning\"":\""CAA -\"",\""example\"":\""Ich verstehe dich.\""},{\""word\"":\""können\"",\""meaning\"":\""Varēt/prast\"",\""example\"":\""Ich kann schwimmen.\""},{\""word\"":\""wissen\"",\""meaning\"":\""CAA -\"",\""example\"":\""Ich weiß das.\""},{\""word\"":\""kennen\"",\""meaning\"":\""CAA -\"",\""example\"":\""Ich kenne ihn.\""}]"",""study.tip"":""{\""text\"":\""Atceries: saprast tekstu/cilvēku → verstehen; prast kaut ko darīt → können.\""}"",""study.important"":""[\""verstehen nav galvenais vārds nozīmei \\\""prast\\\"".\"",\""Ich verstehe Deutsch nozīmē \\\""es saprotu vāciski\\\"".\""]""}","PASS","","TARGET_TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=SEMANTIC_OR_MEANING_ERROR lang=lb field=lv, study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
