source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-115","d50e74d679d5f2b0","d50e74d679d5f2b056faf730c6cf0f2f834d1f2db0618e7b4b62c02c05453582","DISC-G2-A1-NN-L0007","g2/a1/nn|Gras|idx:248|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Gras|idx:248","lv","zāle","Gras","","Rohi","Rohi","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","LINGUISTIC_QUARANTINE: owner_new matches German lemma, not verified nynorsk; prior LABOT overturned. OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv","TARGET_LANGUAGE_REWRITE_REQUIRED",""
"BATCH-116","f2ee28bf7f4254be","f2ee28bf7f4254befa9149d1cc032189e03984f4b12e5ff2e3c7c90d64de315a","DISC-G2-A1-NN-L0003","g2/a1/nn|groß|idx:250|lv, study|TARGET_LANGUAGE_WRONG|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","groß|idx:250","lv, study","liels","groß","","{""lv"":""Suur"",""study.translation"":""Suur"",""study.explanation"":""[\""Põhiidee: Suur mässete pälä või täsää põluh - stor fett sult.\"",\""Groß gejättättää: suur mött.\"",\""Sagelie descriptab: gerost goorst.\""]"",""study.examples"":""[{\""de\"":\""Das Haus ist groß.\"",\""lv\"":\""Maja på suur.\""},{\""de\"":\""Berlin ist eine große Stadt.\"",\""lv\"":\""Maja på suur.\""},{\""de\"":\""Er ist groß.\"",\""lv\"":\""Ta på deg litt vekst.\""},{\""de\"":\""Das Zimmer ist groß.\"",\""lv\"":\""Tuba på suur.\""}]"",""study.tip"":""[\""groß = liels\"",\""Izmanto groß, kad konteksts atbilst šai nozīmei.\""]"",""study.important"":""[\""Cilvēkam Er ist groß nozīmē garš augumā.\"",\""groß = liels.\""]""}","{""lv"":""Suur"",""study.translation"":""Suur"",""study.explanation"":""[\""Põhiidee: Suur mässete pälä või täsää põluh - stor fett sult.\"",\""Groß gejättättää: suur mött.\"",\""Sagelie descriptab: gerost goorst.\""]"",""study.examples"":""[{\""de\"":\""Das Haus ist groß.\"",\""lv\"":\""Maja på suur.\""},{\""de\"":\""Berlin ist eine große Stadt.\"",\""lv\"":\""Maja på suur.\""},{\""de\"":\""Er ist groß.\"",\""lv\"":\""Ta på deg litt vekst.\""},{\""de\"":\""Das Zimmer ist groß.\"",\""lv\"":\""Tuba på suur.\""}]"",""study.tip"":""[\""groß = liels\"",\""Izmanto groß, kad konteksts atbilst šai nozīmei.\""]"",""study.important"":""[\""Cilvēkam Er ist groß nozīmē garš augumā.\"",\""groß = liels.\""]""}","PASS","","TARGET_LANGUAGE_WRONG","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “groß” (lv, study) against Latvian “liels”. Production begins “{""lv"":""Suur"",""study.translation"":""Suur"",""study.explanation"":""[\""Põhiidee: Suur mässete pälä või täsää põluh - stor fett…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-114","a968a06233b066dd","a968a06233b066dde339589a6ae5903315f759ecb9d3444701351e370c8c185d","DISC-G2-A1-NN-L0004","g2/a1/nn|Großeltern|idx:251|lv, study|TARGET_LANGUAGE_WRONG|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Großeltern|idx:251","lv, study","vecvecāki","Großeltern","","{""lv"":""oldinga"",""study.translation"":""olding"",""study.explanation"":""[\""Hovudidé: Großeltern betyr olding saman.\"",\""Dette ordet brukar ein i fleirtal.\"",\""I eintal brukar ein Großmutter eller Großvater.\""]"",""study.examples"":""[{\""de\"":\""Meine Großeltern wohnen auf dem Land.\"",\""lv\"":\""mine olding bur på landet.\""},{\""de\"":\""Ich besuche meine Großeltern.\"",\""lv\"":\""eg besøkjer mine olding.\""}]"",""study.comparison"":""[{\""word\"":\""Großeltern\"",\""meaning\"":\""olding\"",\""example\"":\""meine Großeltern – mine olding\""},{\""word\"":\""Großmutter\"",\""meaning\"":\""Vanaema\"",\""example\"":\""meine Großmutter – mi bestemor\""},{\""word\"":\""Großvater\"",\""meaning\"":\""Vanaisa\"",\""example\"":\""mein Großvater – min bestefel\""}]"",""study.tip"":""[\""Großeltern er fleirtal.\"",\""I eintal brukar du Großmutter eller Großvater.\""]"",""study.important"":""[\""die Großeltern = olding.\""]""}","{""lv"":""oldinga"",""study.translation"":""olding"",""study.explanation"":""[\""Hovudidé: Großeltern betyr olding saman.\"",\""Dette ordet brukar ein i fleirtal.\"",\""I eintal brukar ein Großmutter eller Großvater.\""]"",""study.examples"":""[{\""de\"":\""Meine Großeltern wohnen auf dem Land.\"",\""lv\"":\""mine olding bur på landet.\""},{\""de\"":\""Ich besuche meine Großeltern.\"",\""lv\"":\""eg besøkjer mine olding.\""}]"",""study.comparison"":""[{\""word\"":\""Großeltern\"",\""meaning\"":\""olding\"",\""example\"":\""meine Großeltern – mine olding\""},{\""word\"":\""Großmutter\"",\""meaning\"":\""Vanaema\"",\""example\"":\""meine Großmutter – mi bestemor\""},{\""word\"":\""Großvater\"",\""meaning\"":\""Vanaisa\"",\""example\"":\""mein Großvater – min bestefel\""}]"",""study.tip"":""[\""Großeltern er fleirtal.\"",\""I eintal brukar du Großmutter eller Großvater.\""]"",""study.important"":""[\""die Großeltern = olding.\""]""}","PASS","","TARGET_LANGUAGE_WRONG","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “Großeltern” (lv, study) against Latvian “vecvecāki”. Production begins “{""lv"":""oldinga"",""study.translation"":""olding"",""study.explanation"":""[\""Hovudidé: Großeltern betyr olding saman.\"",\""Dette…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-115","ddf37a7400aeb361","ddf37a7400aeb361a6b836e47b06672f13b0a4c0e7f13bc848acda1a321c115e","DISC-G2-A1-NN-L0005","g2/a1/nn|gut|idx:259|lv, study|TARGET_LANGUAGE_WRONG|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","gut|idx:259","lv, study","labs","gut","","{""lv"":""Hei"",""study.translation"":""Hei"",""study.explanation"":""[\""Põhīidee: gut on sämät-/määrsõna — hea, hästä, korras.\"",\""Gut geht mir gut.\"",\""Viisakus-frasen guten Tag/Abend/Morgen endres i henhold til gut lügu kände.\"",\""Kui gut descriptab tegusňa, på se mærsňa (gut schwimmen = häst ujuma).\"",\""Ära aja segi sõnaga das Gut — se på suure algustähega ja artikliga nimisõna (be, mõis).\""]"",""study.examples"":""[{\""de\"":\""Das Essen ist gut.\"",\""lv\"":\""Toit på hea.\""},{\""de\"":\""Wie geht es dir? – Gut, danke!\"",\""lv\"":\""Hvordan har du det? – hest, aitäh!\""},{\""de\"":\""Er spricht gut Deutsch.\"",\""lv\"":\""Snakker godt saksisk språk.\""},{\""de\"":\""Guten Morgen!\"",\""lv\"":\""God morgen!\""},{\""de\"":\""Das ist eine gute Idee.\"",\""lv\"":\""Se på god idé.\""},{\""de\"":\""Alles ist gut.\"",\""lv\"":\""Kõik på korras.\""}]"",""study.tip"":""[\""gut utan artikkel er adjektiv/adverb — god/bra.\"",\""das Gut med stor bokstav og artikkel er eit heilt anna ord — substantiv (gods, gard).\""]"",""study.important"":""[\""gut = god/bra (adjektiv/adverb).\"",\""das Gut = gods/gard (substantiv) — ikkje forveksla med gut.\"",\""Guten Tag/Morgen/Abend — gut maina galotni pēc locījuma.\""]""}","{""lv"":""Hei"",""study.translation"":""Hei"",""study.explanation"":""[\""Põhīidee: gut on sämät-/määrsõna — hea, hästä, korras.\"",\""Gut geht mir gut.\"",\""Viisakus-frasen guten Tag/Abend/Morgen endres i henhold til gut lügu kände.\"",\""Kui gut descriptab tegusňa, på se mærsňa (gut schwimmen = häst ujuma).\"",\""Ära aja segi sõnaga das Gut — se på suure algustähega ja artikliga nimisõna (be, mõis).\""]"",""study.examples"":""[{\""de\"":\""Das Essen ist gut.\"",\""lv\"":\""Toit på hea.\""},{\""de\"":\""Wie geht es dir? – Gut, danke!\"",\""lv\"":\""Hvordan har du det? – hest, aitäh!\""},{\""de\"":\""Er spricht gut Deutsch.\"",\""lv\"":\""Snakker godt saksisk språk.\""},{\""de\"":\""Guten Morgen!\"",\""lv\"":\""God morgen!\""},{\""de\"":\""Das ist eine gute Idee.\"",\""lv\"":\""Se på god idé.\""},{\""de\"":\""Alles ist gut.\"",\""lv\"":\""Kõik på korras.\""}]"",""study.tip"":""[\""gut utan artikkel er adjektiv/adverb — god/bra.\"",\""das Gut med stor bokstav og artikkel er eit heilt anna ord — substantiv (gods, gard).\""]"",""study.important"":""[\""gut = god/bra (adjektiv/adverb).\"",\""das Gut = gods/gard (substantiv) — ikkje forveksla med gut.\"",\""Guten Tag/Morgen/Abend — gut maina galotni pēc locījuma.\""]""}","PASS","","TARGET_LANGUAGE_WRONG","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “gut” (lv, study) against Latvian “labs”. Production begins “{""lv"":""Hei"",""study.translation"":""Hei"",""study.explanation"":""[\""Põhīidee: gut on sämät-/määrsõna — hea, hästä, korras.\"",…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-114","a0578a0670dd29aa","a0578a0670dd29aa1d7515e0b537debc6442b64368a77eb6d37b962f0df1ca16","DISC-G2-A1-NN-L0001","g2/a1/nn|haben|idx:261|lv; study.translation; study.explanation; study.examples; study.comparison|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","haben|idx:261","lv; study.translation; study.explanation; study.examples; study.comparison","man ir","haben","","{""lv"":""Mul på"",""study.translation"":""Mul på"",""study.explanation"":""[\""Põhiidee: haben gejäht, et kelelegi kuluum magadi või et miski on available.\"",\""Eesti izladile „mul on / sul on” vavast saksa keeles Nominativ + haben: Ich habe ..., Du har ..., Er hat ... — mitte *mir habe.\"",\""Sõna haben höhne tülb Akkusativ: Ich habe ein Auto. = Mul på auto.\"",\""Vanen brukes ka abitegusõnana Perfektis: Ich habe gelernt.\""]"",""study.examples"":""[{\""de\"":\""Ich habe ein Auto.\"",\""lv\"":\""Mul på auto.\""},{\""de\"":\""Hast du Zeit?\"",\""lv\"":\""Kas sul på aega?\""},{\""de\"":\""Wir haben Hunger.\"",\""lv\"":\""Meil på tom mage.\""},{\""de\"":\""Ich habe das gemacht.\"",\""lv\"":\""Mag tegin seda.\""}]"",""study.comparison"":""[{\""word\"":\""haben\"",\""meaning\"":\""Mul på\"",\""example\"":\""Ich habe Zeit. = Eg har tid.\""},{\""word\"":\""sein\"",\""meaning\"":\""Olema\"",\""example\"":\""Ich bin hier. = Eg er her.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""Saama\"",\""example\"":\""Ich bekomme ein Geschenk. = Eg får ein gåve.\""},{\""word\"":\""machen\"",\""meaning\"":\""Tegema / virittama\"",\""example\"":\""Ich mache das. = Eg gjer det.\""}]""}","{""lv"":""Mul på"",""study.translation"":""Mul på"",""study.explanation"":""[\""Põhiidee: haben gejäht, et kelelegi kuluum magadi või et miski on available.\"",\""Eesti izladile „mul on / sul on” vavast saksa keeles Nominativ + haben: Ich habe ..., Du har ..., Er hat ... — mitte *mir habe.\"",\""Sõna haben höhne tülb Akkusativ: Ich habe ein Auto. = Mul på auto.\"",\""Vanen brukes ka abitegusõnana Perfektis: Ich habe gelernt.\""]"",""study.examples"":""[{\""de\"":\""Ich habe ein Auto.\"",\""lv\"":\""Mul på auto.\""},{\""de\"":\""Hast du Zeit?\"",\""lv\"":\""Kas sul på aega?\""},{\""de\"":\""Wir haben Hunger.\"",\""lv\"":\""Meil på tom mage.\""},{\""de\"":\""Ich habe das gemacht.\"",\""lv\"":\""Mag tegin seda.\""}]"",""study.comparison"":""[{\""word\"":\""haben\"",\""meaning\"":\""Mul på\"",\""example\"":\""Ich habe Zeit. = Eg har tid.\""},{\""word\"":\""sein\"",\""meaning\"":\""Olema\"",\""example\"":\""Ich bin hier. = Eg er her.\""},{\""word\"":\""bekommen\"",\""meaning\"":\""Saama\"",\""example\"":\""Ich bekomme ein Geschenk. = Eg får ein gåve.\""},{\""word\"":\""machen\"",\""meaning\"":\""Tegema / virittama\"",\""example\"":\""Ich mache das. = Eg gjer det.\""}]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “haben” (lv; study.translation; study.explanation; study.examples; study.comparison) against Latvian “man ir”. Production begins “{""lv"":""Mul på"",""study.translation"":""Mul på"",""study.explanation"":""[\""Põhiidee: haben gejäht, et kelelegi kuluum magadi v…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-113","6bee9b166594a2eb","6bee9b166594a2eba81ddeeb6ac1e7f26b63d42c79ad7040cc47029162073c5c","DISC-G2-A1-NN-L0019","g2/a1/nn|Hals|idx:264|lv|TARGET_LANGUAGE_ISSUE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Hals|idx:264","lv","kakls","Hals","","Kael","Kael","PASS","","TARGET_LANGUAGE_ISSUE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","LINGUISTIC_QUARANTINE: owner_new matches German lemma, not verified nynorsk; prior LABOT overturned. OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv","TARGET_LANGUAGE_REWRITE_REQUIRED",""
"BATCH-113","4704f22757dde819","4704f22757dde819583b9cf284ebd3f7b6258537c7e9685b2c0998e5c29fc1a8","DISC-G2-A1-NN-L0002","g2/a1/nn|halten|idx:265|lv; study.translation; study.explanation; study.examples; study.comparison|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","halten|idx:265","lv; study.translation; study.explanation; study.examples; study.comparison","turēt","halten","","{""lv"":""Hoidma • Peatama"",""study.translation"":""Hoidma • Peatama"",""study.explanation"":""[\""Põhiidee: halten betyr å holde, aga sekiku või köveku puhulu tõttämada peatama või peatuma.\"",\""Kui ese on käs, gejättä halten vanligvis hoidma.\"",\""Bussi, rongi või auto poulah tähää halten säili peatuma.\"",\""Arvamust uttrykkes i fraasis ich halte das für... zejnih see millekski pidama.\""]"",""study.examples"":""[{\""de\"":\""Ich halte die Tasche.\"",\""lv\"":\""Ma hoian kotti.\""},{\""de\"":\""Der Bus hält hier.\"",\""lv\"":\""Buss peatub siin.\""},{\""de\"":\""Bitte halten Sie an.\"",\""lv\"":\""Palun, peatuge.\""},{\""de\"":\""Ich halte das für richtig.\"",\""lv\"":\""Ma pean seda uttoeks.\""}]"",""study.comparison"":""[{\""word\"":\""halten\"",\""meaning\"":\""Hoidma / Peatuma\"",\""example\"":\""Der Bus hält. = Bussen stoppar.\""},{\""word\"":\""nehmen\"",\""meaning\"":\""Võtma\"",\""example\"":\""Ich nehme die Tasche. = Eg tek sekken.\""},{\""word\"":\""anhalten\"",\""meaning\"":\""Peatama\"",\""example\"":\""Bitte halten Sie an. = Ver god, stoppast.\""},{\""word\"":\""denken\"",\""meaning\"":\""Mõtlema\"",\""example\"":\""Ich denke, das ist richtig. = Eg tykkjer at det er rett.\""}]""}","{""lv"":""Hoidma • Peatama"",""study.translation"":""Hoidma • Peatama"",""study.explanation"":""[\""Põhiidee: halten betyr å holde, aga sekiku või köveku puhulu tõttämada peatama või peatuma.\"",\""Kui ese on käs, gejättä halten vanligvis hoidma.\"",\""Bussi, rongi või auto poulah tähää halten säili peatuma.\"",\""Arvamust uttrykkes i fraasis ich halte das für... zejnih see millekski pidama.\""]"",""study.examples"":""[{\""de\"":\""Ich halte die Tasche.\"",\""lv\"":\""Ma hoian kotti.\""},{\""de\"":\""Der Bus hält hier.\"",\""lv\"":\""Buss peatub siin.\""},{\""de\"":\""Bitte halten Sie an.\"",\""lv\"":\""Palun, peatuge.\""},{\""de\"":\""Ich halte das für richtig.\"",\""lv\"":\""Ma pean seda uttoeks.\""}]"",""study.comparison"":""[{\""word\"":\""halten\"",\""meaning\"":\""Hoidma / Peatuma\"",\""example\"":\""Der Bus hält. = Bussen stoppar.\""},{\""word\"":\""nehmen\"",\""meaning\"":\""Võtma\"",\""example\"":\""Ich nehme die Tasche. = Eg tek sekken.\""},{\""word\"":\""anhalten\"",\""meaning\"":\""Peatama\"",\""example\"":\""Bitte halten Sie an. = Ver god, stoppast.\""},{\""word\"":\""denken\"",\""meaning\"":\""Mõtlema\"",\""example\"":\""Ich denke, das ist richtig. = Eg tykkjer at det er rett.\""}]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “halten” (lv; study.translation; study.explanation; study.examples; study.comparison) against Latvian “turēt”. Production begins “{""lv"":""Hoidma • Peatama"",""study.translation"":""Hoidma • Peatama"",""study.explanation"":""[\""Põhiidee: halten betyr å holde,…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-113","6fef71c336e9b4b1","6fef71c336e9b4b195e82ead7b9674b155991b32984383eff709527c6fe0172d","DISC-G2-A1-NN-L0003","g2/a1/nn|Hand|idx:267|lv; study.translation; study.explanation; study.examples; study.comparison|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Hand|idx:267","lv; study.translation; study.explanation; study.examples; study.comparison","plauksta","Hand","","{""lv"":""hand"",""study.translation"":""hand"",""study.explanation"":""[\""Hovudidé: die Hand betyr hand.\"",\""På tysk er Arm og Hand to ulike ord.\"",\""I norsk dagligtale kan ordet arm ofte bety både Arm og Hand.\""]"",""study.examples"":""[{\""de\"":\""Ich wasche meine Hände.\"",\""lv\"":\""eg vaskar hendene mine.\""},{\""de\"":\""Sie hält das Glas in der Hand.\"",\""lv\"":\""ho held glaset i handa.\""},{\""de\"":\""Mein Arm tut weh.\"",\""lv\"":\""armen min gjer vondt.\""}]"",""study.comparison"":""[{\""word\"":\""die Hand\"",\""meaning\"":\""hand\"",\""example\"":\""in der Hand – i handa\""},{\""word\"":\""der Arm\"",\""meaning\"":\""Käsi\"",\""example\"":\""Mein Arm tut weh. – Armen min gjer vondt.\""}]""}","{""lv"":""hand"",""study.translation"":""hand"",""study.explanation"":""[\""Hovudidé: die Hand betyr hand.\"",\""På tysk er Arm og Hand to ulike ord.\"",\""I norsk dagligtale kan ordet arm ofte bety både Arm og Hand.\""]"",""study.examples"":""[{\""de\"":\""Ich wasche meine Hände.\"",\""lv\"":\""eg vaskar hendene mine.\""},{\""de\"":\""Sie hält das Glas in der Hand.\"",\""lv\"":\""ho held glaset i handa.\""},{\""de\"":\""Mein Arm tut weh.\"",\""lv\"":\""armen min gjer vondt.\""}]"",""study.comparison"":""[{\""word\"":\""die Hand\"",\""meaning\"":\""hand\"",\""example\"":\""in der Hand – i handa\""},{\""word\"":\""der Arm\"",\""meaning\"":\""Käsi\"",\""example\"":\""Mein Arm tut weh. – Armen min gjer vondt.\""}]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “Hand” (lv; study.translation; study.explanation; study.examples; study.comparison) against Latvian “plauksta”. Production begins “{""lv"":""hand"",""study.translation"":""hand"",""study.explanation"":""[\""Hovudidé: die Hand betyr hand.\"",\""På tysk er Arm og Ha…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-113","4fdbee81f6007d55","4fdbee81f6007d553f6e14078d0fbc751fba18a854c01d8ee75f5aed6a532b95","DISC-G2-A1-NN-L0004","g2/a1/nn|heißen|idx:276|lv; study.translation; study.explanation; study.examples; study.comparison|TARGET_LANGUAGE_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","heißen|idx:276","lv; study.translation; study.explanation; study.examples; study.comparison","saukties","heißen","","{""lv"":""Nimi olema • Tähendama"",""study.translation"":""Nimi olema • Tähendama"",""study.explanation"":""[\""Hovedidé: navnet brukes oftest for å si, mis noens navn på.\"",\""Fraas Ich heiße... betyr \\\""minu nimi på...\\\"".\"",\""Sõnade või ejlaite puhulu heißen tättärada ka tättrama.\"",\""A1 nivå på den viktigste frasen Wie heißt du?\""]"",""study.examples"":""[{\""de\"":\""Ich heiße Anna.\"",\""lv\"":\""Jeg heter Anna.\""},{\""de\"":\""Wie heißt du?\"",\""lv\"":\""Kuidas sind kutsutakse?\""},{\""de\"":\""Wie heißt das auf Deutsch?\"",\""lv\"":\""Kuidas seda saksa keeles namnen?\""},{\""de\"":\""Was heißt das?\"",\""lv\"":\""Hva betyr se?\""}]"",""study.comparison"":""[{\""word\"":\""heißen\"",\""meaning\"":\""Nimi olema\"",\""example\"":\""Ich heiße Anna. = Eg heiter Anna.\""},{\""word\"":\""nennen\"",\""meaning\"":\""Kutsuma / Nimetama\"",\""example\"":\""Er nennt mich Tom. = Han kallar meg Tom.\""},{\""word\"":\""bedeuten\"",\""meaning\"":\""Tähendama\"",\""example\"":\""Was bedeutet das? = Kva betyr det?\""},{\""word\"":\""rufen\"",\""meaning\"":\""Hüüdma / helistama\"",\""example\"":\""Ich rufe dich. = Eg kallar på deg.\""},{\""word\"":\""anrufen\"",\""meaning\"":\""Helistama\"",\""example\"":\""Ich rufe dich an. = Eg ringjer deg.\""}]""}","{""lv"":""Nimi olema • Tähendama"",""study.translation"":""Nimi olema • Tähendama"",""study.explanation"":""[\""Hovedidé: navnet brukes oftest for å si, mis noens navn på.\"",\""Fraas Ich heiße... betyr \\\""minu nimi på...\\\"".\"",\""Sõnade või ejlaite puhulu heißen tättärada ka tättrama.\"",\""A1 nivå på den viktigste frasen Wie heißt du?\""]"",""study.examples"":""[{\""de\"":\""Ich heiße Anna.\"",\""lv\"":\""Jeg heter Anna.\""},{\""de\"":\""Wie heißt du?\"",\""lv\"":\""Kuidas sind kutsutakse?\""},{\""de\"":\""Wie heißt das auf Deutsch?\"",\""lv\"":\""Kuidas seda saksa keeles namnen?\""},{\""de\"":\""Was heißt das?\"",\""lv\"":\""Hva betyr se?\""}]"",""study.comparison"":""[{\""word\"":\""heißen\"",\""meaning\"":\""Nimi olema\"",\""example\"":\""Ich heiße Anna. = Eg heiter Anna.\""},{\""word\"":\""nennen\"",\""meaning\"":\""Kutsuma / Nimetama\"",\""example\"":\""Er nennt mich Tom. = Han kallar meg Tom.\""},{\""word\"":\""bedeuten\"",\""meaning\"":\""Tähendama\"",\""example\"":\""Was bedeutet das? = Kva betyr det?\""},{\""word\"":\""rufen\"",\""meaning\"":\""Hüüdma / helistama\"",\""example\"":\""Ich rufe dich. = Eg kallar på deg.\""},{\""word\"":\""anrufen\"",\""meaning\"":\""Helistama\"",\""example\"":\""Ich rufe dich an. = Eg ringjer deg.\""}]""}","PASS","","TARGET_LANGUAGE_ERROR","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “heißen” (lv; study.translation; study.explanation; study.examples; study.comparison) against Latvian “saukties”. Production begins “{""lv"":""Nimi olema • Tähendama"",""study.translation"":""Nimi olema • Tähendama"",""study.explanation"":""[\""Hovedidé: navnet br…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
"BATCH-116","efab36ba703b9c66","efab36ba703b9c66c0060bf27593024bcf44a4ce41a33e62d36001e14c72c19d","DISC-G2-A1-NN-L0007","g2/a1/nn|Herr|idx:280|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Herr|idx:280","lv","kungs","Herr","","Sir","Sir","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","LINGUISTIC_QUARANTINE: owner_new must be nynorsk herre, not German Herr; prior LABOT overturned. OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv","TARGET_LANGUAGE_REWRITE_REQUIRED",""
