source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category
"BATCH-200","43742334e00056fa","43742334e00056fae683dd3d1f9a5faa524d1d72e0d91a33e20036c914092e16","G2A1P3-FI-0001","g2/a1/fi|a1-ab|a1.card.a1-ab.study.comparison[1].meaning|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-ab","a1.card.a1-ab.study.comparison[1].meaning","no kāda/kaut kā • izcelsme","ab","Kellestki/millestki • Päritolu","Kellestki/millestki • Päritolu","Kellestki/millestki • Päritolu","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-ab, a1.card.a1-ab.study.comparison[1].meaning currently reads “Kellestki/millestki • Päritolu” for Latvian “no kāda/kaut kā • izcelsme” / German “ab”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-201","e830b3cc0b0d7165","e830b3cc0b0d7165e735b3339cabe61bc9bf6021fea68dda677d6955225f070c","G2A1P3-FI-0002","g2/a1/fi|a1-aber|a1.card.a1-aber.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-aber","a1.card.a1-aber.study.comparison[0].meaning","pretstats • iebilde • tomēr","aber","Vastand • Vastuväide • Siiski","Vastand • Vastuväide • Siiski","Vastand • Vastuväide • Siiski","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-aber, a1.card.a1-aber.study.comparison[0].meaning currently reads “Vastand • Vastuväide • Siiski” for Latvian “pretstats • iebilde • tomēr” / German “aber”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-201","ff664c4a52c37ebe","ff664c4a52c37ebe4122806e0f256d40c96363a0d151dbe4b112eef9e5c18802","G2A1P3-FI-0004","g2/a1/fi|a1-also|a1.card.a1-also.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-also","a1.card.a1-also.study.comparison[0].meaning","tātad • līdz ar to","also","Seega • Järelikult","Seega • Järelikult","Seega • Järelikult","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-also, a1.card.a1-also.study.comparison[0].meaning currently reads “Seega • Järelikult” for Latvian “tātad • līdz ar to” / German “also”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","77413ae5d7311f80","77413ae5d7311f80f3045ab7b5a478c2dffe15d0bbc95aaa51797798877251ec","G2A1P3-FI-0005","g2/a1/fi|a1-an|a1.card.a1-an.native|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-an","a1.card.a1-an.native","pie","an","Juures • Peal • Ligi","Juures • Peal • Ligi","Juures • Peal • Ligi","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-an, a1.card.a1-an.native currently reads “Juures • Peal • Ligi” for Latvian “pie” / German “an”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","bb4eb7014087ee21","bb4eb7014087ee21788db42079fba6bc6e8445af17f7c56feb733883911e5544","G2A1P3-FI-0006","g2/a1/fi|a1-an|a1.card.a1-an.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-an","a1.card.a1-an.study.translation","pie","an","Juures • Pinna küljes • Serva ääres","Juures • Pinna küljes • Serva ääres","Juures • Pinna küljes • Serva ääres","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-an, a1.card.a1-an.study.translation currently reads “Juures • Pinna küljes • Serva ääres” for Latvian “pie” / German “an”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","c23221618c922070","c23221618c92207010bd6a17a03d79f333c918be75e50d543e5c4e0a8d0ba83b","G2A1P3-FI-0007","g2/a1/fi|a1-aufs|a1.card.a1-aufs.native|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-aufs","a1.card.a1-aufs.native","uz","aufs","Peale • Otsa • Kuhu?","Peale • Otsa • Kuhu?","Peale • Otsa • Kuhu?","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-aufs, a1.card.a1-aufs.native currently reads “Peale • Otsa • Kuhu?” for Latvian “uz” / German “aufs”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","46062ae77ec0b99d","46062ae77ec0b99df0e7c04ac5c040fc0d714e1f7c78553d5b5a676c2811fddc","G2A1P3-FI-0008","g2/a1/fi|a1-aufs|a1.card.a1-aufs.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-aufs","a1.card.a1-aufs.study.translation","uz","aufs","Peale • Otsa • Kuhu?","Peale • Otsa • Kuhu?","Peale • Otsa • Kuhu?","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-aufs, a1.card.a1-aufs.study.translation currently reads “Peale • Otsa • Kuhu?” for Latvian “uz” / German “aufs”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","c9c4ff903b37fcea","c9c4ff903b37fceac1ade22f49b378596019af6543ee409f3c4fe41aff03b83d","G2A1P3-FI-0009","g2/a1/fi|a1-aus|a1.card.a1-aus.native|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-aus","a1.card.a1-aus.native","no","aus","-st • Välja","-st • Välja","-st • Välja","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-aus, a1.card.a1-aus.native currently reads “-st • Välja” for Latvian “no” / German “aus”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","bafbd7edf7a4a88f","bafbd7edf7a4a88fd374b3c69b817f22c48aeeff2d0eec4b8910c754386f14a2","G2A1P3-FI-0010","g2/a1/fi|a1-aus|a1.card.a1-aus.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-aus","a1.card.a1-aus.study.translation","no","aus","-st • Välja","-st • Välja","-st • Välja","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-aus, a1.card.a1-aus.study.translation currently reads “-st • Välja” for Latvian “no” / German “aus”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-200","1a9dd5496f57f491","1a9dd5496f57f49184bf78e0d1ad64afdc35bce3a53cb9f8d230530bbdf6a199","G2A1P3-FI-0011","g2/a1/fi|a1-besuch|a1.card.a1-besuch.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","fi","","crowdin-staging/g2/fi-a1.json","a1-besuch","a1.card.a1-besuch.study.comparison[0].meaning","apmeklējums • apciemojums • vizīte","Besuch","vierailu • käynti • vierailu","vierailu • käynti • vierailu","vierailu • käynti • vierailu","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING — On fi card a1-besuch, a1.card.a1-besuch.study.comparison[0].meaning currently reads “vierailu • käynti • vierailu” for Latvian “apmeklējums • apciemojums • vizīte” / German “Besuch”. Select the exact fi sense or approved alternatives for this specific card before owner_new is entered.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
