source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category
"BATCH-209","76e944041caffe5c","76e944041caffe5c08267715812baca297bd941310916a6e9bfd37fdb5203074","G2A1P3-LB-0109","g2/a1/lb|a1-uhr|a1.card.a1-uhr.study.examples[5].native|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-uhr","a1.card.a1-uhr.study.examples[5].native","pulkstenis","Uhr","Ierīce/laiks pulkstenī • Die Zeit","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","CONFIRMED_FIELD_ABSENT","CONFIRMED_FIELD_ABSENT","PENDING","","","PENDING after individual inspection of a1-uhr / a1.card.a1-uhr.study.examples[5].native: that exact field is absent from the mapped card; the available snapshot begins ''. For German 'Uhr' / Latvian 'pulkstenis', OWNER must identify an existing destination or explicitly authorize a new field before wording can be approved.","CONFIRMED_FIELD_ABSENT_NO_PRODUCTION_TARGET"
"BATCH-209","72307ac0b0edf15c","72307ac0b0edf15c5b67a6f271f3c6f778906b6f0a9e4719bb5b7c1b3c81d91c","G2A1P3-LB-0110","g2/a1/lb|a1-um|a1.card.a1-um.native|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-um","a1.card.a1-um.native","ap • pulksten","um","AP • Pulstexten","AP • Pulstexten","AP • Pulstexten","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-um / a1.card.a1-um.native: exact Luxembourgish wording for German 'um' (Latvian 'ap • pulksten') is not established by the supplied evidence; production currently has 'AP • Pulstexten' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-210","a8b36a95b05f330c","a8b36a95b05f330c572a762a50e6ad8331f9275b0e84fe1f548e0a3c36064d5c","G2A1P3-LB-0111","g2/a1/lb|a1-um|a1.card.a1-um.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-um","a1.card.a1-um.study.translation","ap • pulksten","um","AP • Pulstexten","AP • Pulstexten","AP • Pulstexten","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-um / a1.card.a1-um.study.translation: exact Luxembourgish wording for German 'um' (Latvian 'ap • pulksten') is not established by the supplied evidence; production currently has 'AP • Pulstexten' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-209","8a53a36b1136a550","8a53a36b1136a550bee9447a89d7a9f3c4d37eb29e3bde21ed0e1bfe539908c0","G2A1P3-LB-0112","g2/a1/lb|a1-verstehen|a1.card.a1-verstehen.study.explanation[2]|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-verstehen","a1.card.a1-verstehen.study.explanation[2]","Latviski šeit parasti nevajag “prast” vai “mācēt”; tie biežāk ir können.","verstehen","Latviski šeit parasti nevajag ""prast"" vai ""mācēt"" • Tie biežāk ir kann.","Latviski šeit parasti nevajag ""prast"" vai ""mācēt"" • Tie biežāk ir kann.","Latviski šeit parasti nevajag ""prast"" vai ""mācēt"" • Tie biežāk ir kann.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-verstehen / a1.card.a1-verstehen.study.explanation[2]: exact Luxembourgish wording for German 'verstehen' (Latvian 'Latviski šeit parasti nevajag “prast” vai “mācēt”; tie biežāk ir können.') is not established by the supplied evidence; production currently has 'Latviski šeit parasti nevajag ""prast"" vai ""mācēt"" • Tie biežāk ir kann.' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-209","298f84dc04dae999","298f84dc04dae999e1992b35d7de3b6de2221ca926ff49e141dad9b7371113ee","G2A1P3-LB-0113","g2/a1/lb|a1-vor|a1.card.a1-vor.native|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-vor","a1.card.a1-vor.native","pirms • priekšā","vor","Pirms • Priekšā","Pirms • Priekšā","Pirms • Priekšā","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-vor / a1.card.a1-vor.native: exact Luxembourgish wording for German 'vor' (Latvian 'pirms • priekšā') is not established by the supplied evidence; production currently has 'Pirms • Priekšā' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-209","44df7f1e44bf28ca","44df7f1e44bf28ca81534f683853c14614eefb3067f67024c4aaf756e387d2b2","G2A1P3-LB-0114","g2/a1/lb|a1-vor|a1.card.a1-vor.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-vor","a1.card.a1-vor.study.translation","pirms • priekšā","vor","Pirms • Priekšā","Pirms • Priekšā","Pirms • Priekšā","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-vor / a1.card.a1-vor.study.translation: exact Luxembourgish wording for German 'vor' (Latvian 'pirms • priekšā') is not established by the supplied evidence; production currently has 'Pirms • Priekšā' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-210","fb37fa50afd0ec57","fb37fa50afd0ec573af86e8a9ecf7ab0818ea689344858f506a41bc00f92afc3","G2A1P3-LB-0115","g2/a1/lb|a1-wenn|a1.card.a1-wenn.native|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-wenn","a1.card.a1-wenn.native","ja • kad","wenn","Yes • Kad","Yes • Kad","Yes • Kad","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-wenn / a1.card.a1-wenn.native: exact Luxembourgish wording for German 'wenn' (Latvian 'ja • kad') is not established by the supplied evidence; production currently has 'Yes • Kad' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-209","37922f50eb0fc464","37922f50eb0fc464f914fb0bfe911304fd97e2d4eb7c1ed828b868be868c9f29","G2A1P3-LB-0116","g2/a1/lb|a1-wenn|a1.card.a1-wenn.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-wenn","a1.card.a1-wenn.study.translation","ja • kad","wenn","Yes • Kad","Yes • Kad","Yes • Kad","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-wenn / a1.card.a1-wenn.study.translation: exact Luxembourgish wording for German 'wenn' (Latvian 'ja • kad') is not established by the supplied evidence; production currently has 'Yes • Kad' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-210","be172bbadec54db1","be172bbadec54db1ba9822a17b0f76f7fd8d19b97ec36dda85ac4dd2c6f6d88a","G2A1P3-LB-0117","g2/a1/lb|a1-wer|a1.card.a1-wer.native|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-wer","a1.card.a1-wer.native","kas • kurš","wer","Kas • Kurš","Kas • Kurš","Kas • Kurš","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-wer / a1.card.a1-wer.native: exact Luxembourgish wording for German 'wer' (Latvian 'kas • kurš') is not established by the supplied evidence; production currently has 'Kas • Kurš' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
"BATCH-210","e25a8ca64a39fcd6","e25a8ca64a39fcd6394a1ea0af8b35334df8504c25f691de4db5361061bee66b","G2A1P3-LB-0118","g2/a1/lb|a1-wer|a1.card.a1-wer.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","lb","","crowdin-staging/g2/lb-a1.json","a1-wer","a1.card.a1-wer.study.translation","kas • kurš","wer","Kas • Kurš","Kas • Kurš","Kas • Kurš","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of a1-wer / a1.card.a1-wer.study.translation: exact Luxembourgish wording for German 'wer' (Latvian 'kas • kurš') is not established by the supplied evidence; production currently has 'Kas • Kurš' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED"
