source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category
"BATCH-156","d0ef927ac3ffaf30","d0ef927ac3ffaf302b3df1d75cacbace0eef22d41549676fd8edccf35b8fee08","DISC-G2-A1-LB-L0001","g2/a1/lb|Wasser|idx:2|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Wasser|idx:2","lv","ūdens","Wasser","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of Wasser|idx:2 / lv: exact Luxembourgish wording for German 'Wasser' (Latvian 'ūdens') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MISSING_TRANSLATION_REVIEW_REQUIRED"
"BATCH-153","052e99fa3ab33099","052e99fa3ab330997b1a03c51c27a8f8ac198b84928b48645834728354d8d191","DISC-G2-A1-LB-L0002","g2/a1/lb|lernen|idx:4|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","lernen|idx:4","lv","mācīties","lernen","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of lernen|idx:4 / lv: exact Luxembourgish wording for German 'lernen' (Latvian 'mācīties') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MISSING_TRANSLATION_REVIEW_REQUIRED"
"BATCH-168","ca7c8f3110839246","ca7c8f31108392463fd700ded12e777ebeff646cf26b092ec1c6e4e5d48e8231","DISC-G2-A1-LB-L0001","g2/a1/lb|sprechen|idx:5|study.translation|TRANSLATION_ERROR|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","sprechen|idx:5","study.translation","runāt","sprechen","","CAA -","CAA -","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of sprechen|idx:5 / study.translation: exact Luxembourgish wording for German 'sprechen' (Latvian 'runāt') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","SEMANTIC_MEANING_REVIEW_REQUIRED"
"BATCH-168","c45557d912cfc752","c45557d912cfc752213d3fb087ddd9195dac2bf306b4261d01ee691564b328ae","DISC-G2-A1-LB-L0002","g2/a1/lb|klein|idx:6|study.translation|TRANSLATION_ERROR|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","klein|idx:6","study.translation","mazs","klein","","CAA -","CAA -","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","PENDING after individual lexical review of klein|idx:6 / study.translation: exact Luxembourgish wording for German 'klein' (Latvian 'mazs') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","SEMANTIC_MEANING_REVIEW_REQUIRED"
"BATCH-155","8c5db35c9cf15721","8c5db35c9cf157217e3f9a870706492f98f2b891ea5ce8490e4135155a0d0847","DISC-G2-A1-LB-L0003","g2/a1/lb|alle|idx:7|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","alle|idx:7","lv","visi","alle","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of alle|idx:7 / lv: exact Luxembourgish wording for German 'alle' (Latvian 'visi') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MISSING_TRANSLATION_REVIEW_REQUIRED"
"BATCH-168","e30747a0b807e4d7","e30747a0b807e4d7c8c919afe59036aae6b24e3520ee124d9d1fc55592865c64","DISC-G2-A1-LB-L0005","g2/a1/lb|alles|idx:9|lv|MISTRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","alles|idx:9","lv","viss","alles","","Fësch","Fësch","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of alles|idx:9 / lv: exact Luxembourgish wording for German 'alles' (Latvian 'viss') is not established by the supplied evidence; production currently has 'Fësch' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","SEMANTIC_MEANING_REVIEW_REQUIRED"
"BATCH-167","0e89abc9d8558887","0e89abc9d8558887759e6d708c0834b504970995d08bf06ad8f5b54d9ef008fd","DISC-G2-A1-LB-L0003","g2/a1/lb|an|idx:12|lv|TRANSLATION_ERROR|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","an|idx:12","lv","pie","an","","Von • Zu • Present","Von • Zu • Present","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of an|idx:12 / lv: exact Luxembourgish wording for German 'an' (Latvian 'pie') is not established by the supplied evidence; production currently has 'Von • Zu • Present' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","SEMANTIC_MEANING_REVIEW_REQUIRED"
"BATCH-155","9b8cc1122d631190","9b8cc1122d631190ba39e7b59da09366d1e553b00a45e07f2f03d59e529d2109","DISC-G2-A1-LB-L0006","g2/a1/lb|Anfang|idx:13|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Anfang|idx:13","lv","sākums","Anfang","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of Anfang|idx:13 / lv: exact Luxembourgish wording for German 'Anfang' (Latvian 'sākums') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MISSING_TRANSLATION_REVIEW_REQUIRED"
"BATCH-168","e10635df63dd30a9","e10635df63dd30a92e1e4d37aa6b7c95dffffd969ca225e28f689339a15384ef","DISC-G2-A1-LB-L0007","g2/a1/lb|anfangen|idx:14|lv|MISTRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","anfangen|idx:14","lv","sākt","anfangen","","Sakt","Sakt","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of anfangen|idx:14 / lv: exact Luxembourgish wording for German 'anfangen' (Latvian 'sākt') is not established by the supplied evidence; production currently has 'Sakt' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","SEMANTIC_MEANING_REVIEW_REQUIRED"
"BATCH-155","79788ec3ec9cd257","79788ec3ec9cd2571300df596572817de7c22a7bd1411f4227d8d9fcd6bf5678","DISC-G2-A1-LB-L0008","g2/a1/lb|anders|idx:15|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","anders|idx:15","lv","citādi","anders","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","PENDING","","","PENDING after individual lexical review of anders|idx:15 / lv: exact Luxembourgish wording for German 'anders' (Latvian 'citādi') is not established by the supplied evidence; production currently has 'CAA -' and no candidate replacement. A Luxembourgish OWNER must supply or confirm the precise lemma.","MISSING_TRANSLATION_REVIEW_REQUIRED"
