source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-216","dd22dad9692d07d6","dd22dad9692d07d664bebd3a689de90665521179f0269dadb391a1539f4266f2","G2A1P3-NN-0026","g2/a1/nn|a1-erst|a1.card.a1-erst.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-erst","a1.card.a1-erst.study.comparison[0].meaning","vispirms • tikai","erst","Først av alt • Alles","Først av alt • Alles","Først av alt • Alles","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-erst.study.comparison[0].meaning for “erst” against Latvian “vispirms • tikai” and production “Først av alt • Alles”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-216","e84502b00770bbab","e84502b00770bbabb920aa11156e765392fca6180d3f7d678d80545299cd331e","G2A1P3-NN-0030","g2/a1/nn|a1-es|a1.card.a1-es.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-es","a1.card.a1-es.study.comparison[0].meaning","tas • bezpersoniska forma","es","det • ikkje-personleg form","det • ikkje-personleg form","det • ikkje-personleg form","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-es.study.comparison[0].meaning for “es” against Latvian “tas • bezpersoniska forma” and production “det • ikkje-personleg form”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-216","83fc04f450a06378","83fc04f450a063785c8900f09deec3872c5f3012733653b3116a7e207e0bcc0d","G2A1P3-NN-0044","g2/a1/nn|a1-ganz-study|a1.card.a1-ganz-study.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-ganz-study","a1.card.a1-ganz-study.study.comparison[0].meaning","vesels • viss kopumā • pilnīgi","ganz","heil • heilt • fullstendig","heil • heilt • fullstendig","heil • heilt • fullstendig","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-ganz-study.study.comparison[0].meaning for “ganz” against Latvian “vesels • viss kopumā • pilnīgi” and production “heil • heilt • fullstendig”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-215","49795a0bcc1a29ca","49795a0bcc1a29ca3952959b80947ec5c5e2874bbcc09ce646125393ca4f8357","G2A1P3-NN-0045","g2/a1/nn|a1-gefallen-study|a1.card.a1-gefallen-study.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-gefallen-study","a1.card.a1-gefallen-study.study.comparison[0].meaning","patikt • persona datīvā","gefallen","lika • person i dativ","lika • person i dativ","lika • person i dativ","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-gefallen-study.study.comparison[0].meaning for “gefallen” against Latvian “patikt • persona datīvā” and production “lika • person i dativ”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-215","47292e683fbc37c3","47292e683fbc37c3099682b8fce425afb108bdd5734265a5ba44c7bf7573f529","G2A1P3-NN-0055","g2/a1/nn|a1-huebsch|a1.card.a1-huebsch.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-huebsch","a1.card.a1-huebsch.study.comparison[0].meaning","glīts • pievilcīgs pēc izskata","hübsch","vakker • tiltalande i utsjånad","vakker • tiltalande i utsjånad","vakker • tiltalande i utsjånad","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-huebsch.study.comparison[0].meaning for “hübsch” against Latvian “glīts • pievilcīgs pēc izskata” and production “vakker • tiltalande i utsjånad”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-216","c8e6459c130175a1","c8e6459c130175a18b862650a820f41960621d785c46fdba6cc6f6c3436ca429","G2A1P3-NN-0070","g2/a1/nn|a1-kosten|a1.card.a1-kosten.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-kosten","a1.card.a1-kosten.study.comparison[0].meaning","maksāt (cenu) • cik maksā","kosten","Maksma (hinda) • Kui palju masak","Maksma (hinda) • Kui palju masak","Maksma (hinda) • Kui palju masak","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-kosten.study.comparison[0].meaning for “kosten” against Latvian “maksāt (cenu) • cik maksā” and production “Maksma (hinda) • Kui palju masak”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-215","21ea89fae1cb491d","21ea89fae1cb491d209a47ffe535bd8bf0bbd8a62c87d8e1fde3937596565eff","G2A1P3-NN-0093","g2/a1/nn|a1-neu|a1.card.a1-neu.study.explanation[5]|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-neu","a1.card.a1-neu.study.explanation[5]","Pretstats ir alt (vecs); lietvārds das Neue nozīmē jaunumu.","neu","Vastand på alt (vane) • Nimisõna das Neue gejättä magadi uut.","Vastand på alt (vane) • Nimisõna das Neue gejättä magadi uut.","Vastand på alt (vane) • Nimisõna das Neue gejättä magadi uut.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-neu.study.explanation[5] for “neu” against Latvian “Pretstats ir alt (vecs); lietvārds das Neue nozīmē jaunumu.” and production “Vastand på alt (vane) • Nimisõna das Neue gejättä magadi uut.”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-216","8cc31ac83539e232","8cc31ac83539e232142d1d39c2c956c64a84b123df3dffc7b86c6eb0979be76f","G2A1P3-NN-0112","g2/a1/nn|a1-verstehen|a1.card.a1-verstehen.study.explanation[2]|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-verstehen","a1.card.a1-verstehen.study.explanation[2]","Latviski šeit parasti nevajag “prast” vai “mācēt”; tie biežāk ir können.","verstehen","I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.","I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.","I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-verstehen.study.explanation[2] for “verstehen” against Latvian “Latviski šeit parasti nevajag “prast” vai “mācēt”; tie biežāk ir können.” and production “I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-216","e9a663fa758b1a98","e9a663fa758b1a98142c3651e403826eacfc1409d51d78cb418371066ad50114","G2A1P3-NN-0122","g2/a1/nn|a1-wie|a1.card.a1-wie.study.explanation[3]|MULTI_TRANSLATION|deterministic/multi-translation","nn","","crowdin-staging/g2/nn-a1.json","a1-wie","a1.card.a1-wie.study.explanation[3]","wie viel(e) nozīmē cik daudz; wie alt nozīmē cik vecs; wie lange nozīmē cik ilgi.","wie","Wie viel(e) gejnej kui palju • Wie alt gejnej kui vana • Wie lange gejnej kui kaua.","Wie viel(e) gejnej kui palju • Wie alt gejnej kui vana • Wie lange gejnej kui kaua.","Wie viel(e) gejnej kui palju • Wie alt gejnej kui vana • Wie lange gejnej kui kaua.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","PENDING","","","Individually reviewed nn exact field a1.card.a1-wie.study.explanation[3] for “wie” against Latvian “wie viel(e) nozīmē cik daudz; wie alt nozīmē cik vecs; wie lange nozīmē cik ilgi.” and production “Wie viel(e) gejnej kui palju • Wie alt gejnej kui vana • Wie lange gejnej kui kaua.”. The full idiomatic nn sentence or structured value cannot be established with sufficient confidence from this row alone; keep PENDING for a native-speaker formulation.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED",""
"BATCH-174","cd017ce83cb12661","cd017ce83cb1266192c885dbf54030bc4fd943bb857ee9b5f2ad64efc4e02d5f","DISC-G2-A1-NN-L0004","g2/a1/nn|ab|idx:17|lv, study.translation, study.examples, study.comparison|MISTRANSLATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","ab|idx:17","lv, study.translation, study.examples, study.comparison","no","ab","","{""lv"":""-st"",""study.translation"":""-st"",""study.examples"":""[{\""de\"":\""ab heute\"",\""lv\"":\""Alates tänasest\"",\""level\"":\""A1\""},{\""de\"":\""ab Montag\"",\""lv\"":\""God påske\""},{\""de\"":\""ab 8 Uhr\"",\""lv\"":\""Alates kjele 8 stk\""},{\""de\"":\""ab Bahnhof\"",\""lv\"":\""Faktisk\""}]"",""study.comparison"":""[{\""word\"":\""ab\"",\""meaning\"":\""Alates punktlig/ajast\"",\""example\"":\""ab Montag – God påske\""},{\""word\"":\""von\"",\""meaning\"":\""Kellestki/millestki • Päritolu\"",\""example\"":\""von mir – Minutt\""},{\""word\"":\""aus\"",\""meaning\"":\""Seest velge\"",\""example\"":\""aus dem Haus – Kanskje / kanskje velge\""}]""}","{""lv"":""-st"",""study.translation"":""-st"",""study.examples"":""[{\""de\"":\""ab heute\"",\""lv\"":\""Alates tänasest\"",\""level\"":\""A1\""},{\""de\"":\""ab Montag\"",\""lv\"":\""God påske\""},{\""de\"":\""ab 8 Uhr\"",\""lv\"":\""Alates kjele 8 stk\""},{\""de\"":\""ab Bahnhof\"",\""lv\"":\""Faktisk\""}]"",""study.comparison"":""[{\""word\"":\""ab\"",\""meaning\"":\""Alates punktlig/ajast\"",\""example\"":\""ab Montag – God påske\""},{\""word\"":\""von\"",\""meaning\"":\""Kellestki/millestki • Päritolu\"",\""example\"":\""von mir – Minutt\""},{\""word\"":\""aus\"",\""meaning\"":\""Seest velge\"",\""example\"":\""aus dem Haus – Kanskje / kanskje velge\""}]""}","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","PENDING","","","Individually reviewed nn composite row for “ab” (lv, study.translation, study.examples, study.comparison) against Latvian “no”. Production begins “{""lv"":""-st"",""study.translation"":""-st"",""study.examples"":""[{\""de\"":\""ab heute\"",\""lv\"":\""Alates tänasest\"",\""level\"":\""A1…”. The row spans several independently editable fields, so one scalar owner_new would be unsafe; keep PENDING until the listed subfields are reviewed and represented separately.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER",""
