source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-156","b61917b055ee76a9","b61917b055ee76a947d0fb2ed9d96579c47c2a3125d958176e45a368c42404d4","DISC-G2-A1-LB-L0005","g2/a1/lb|warm|idx:641|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","warm|idx:641","lv","silts","warm","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","waarm","LRB-069 OWNER mapping scalar lv: warm|idx:641.","","INDIVIDUAL_LINGUISTIC"
"BATCH-168","ac17e20d649070a9","ac17e20d649070a958125cbef54e5aab43281762a1d674c00c2c907cdcb32670","DISC-G2-A1-LB-L0006","g2/a1/lb|warten|idx:642|lv|MISTRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","warten|idx:642","lv","gaidīt","warten","","Waarden","Waarden","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","waarden","LRB-069 OWNER mapping scalar lv: warten|idx:642.","","INDIVIDUAL_LINGUISTIC"
"BATCH-157","f6b6e4c28ca33b66","f6b6e4c28ca33b662b11e27e45ac6cb4a1a2aab0edae4d8d4db1a1d2374f0673","DISC-G2-A1-LB-L0007","g2/a1/lb|warum|idx:643|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","warum|idx:643","lv","kāpēc","warum","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","firwat","LRB-069 OWNER mapping scalar lv: warum|idx:643.","","INDIVIDUAL_LINGUISTIC"
"BATCH-168","b0d7ee3781c22f07","b0d7ee3781c22f07b5a5afa9f27ffd3ad96fe6bbf668482ea3847e5016907c13","DISC-G2-A1-LB-L0003","g2/a1/lb|was|idx:644|lv; study.explanation; study.examples|MISTRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","was|idx:644","lv; study.explanation; study.examples","kas • ko","was","","{""lv"":""CAA -"",""study.explanation"":""[\""Galvenā doma: war ir jautājamvārds par lietām un notikumiem — latviski tas ir kas vai ko, atkarībā no teikuma daṭas.\"",\""Wat jautā par lietām, notikumiem un factiem, nevis par personām.\"",\""Vācu valodā war nemainās pēc locījuma - tas vienmēr izskatās war.\"",\""Ja war ir teikuma priekšmets (Sujete), latviski zu tulko ar kas (Was ist das? = Kas tas ir?).\"",\""Wann was e Verbverbessernomem (Objet) ass, iwwersat et op Lëtzebuergesh as wat (Was machst du? = Wat mains du?).\"",\""Par personām jautā ar wer (kas/kurš), nevis war.\""]"",""study.examples"":""[{\""de\"":\""Was ist das?\"",\""lv\"":\""Wéi vill kascht et?\""},{\""de\"":\""Was ist passiert?\"",\""lv\"":\""Cash Notiz?\""},{\""de\"":\""Was machst du gerade?\"",\""lv\"":\""Wousst Dir dat?\""},{\""de\"":\""Was möchtest du trinken?\"",\""lv\"":\""Ko du vēlies dzert?\""},{\""de\"":\""Was bedeutet dieses Wort?\"",\""lv\"":\""Wat bedeit dëst Wuert?\""},{\""de\"":\""Was ist dein Lieblingsessen?\"",\""lv\"":\""Wat ass dein Liiblingskréizerei?\""},{\""de\"":\""Was hast du gesagt?\"",\""lv\"":\""Ko du passacīji?\""}]""}","{""lv"":""CAA -"",""study.explanation"":""[\""Galvenā doma: war ir jautājamvārds par lietām un notikumiem — latviski tas ir kas vai ko, atkarībā no teikuma daṭas.\"",\""Wat jautā par lietām, notikumiem un factiem, nevis par personām.\"",\""Vācu valodā war nemainās pēc locījuma - tas vienmēr izskatās war.\"",\""Ja war ir teikuma priekšmets (Sujete), latviski zu tulko ar kas (Was ist das? = Kas tas ir?).\"",\""Wann was e Verbverbessernomem (Objet) ass, iwwersat et op Lëtzebuergesh as wat (Was machst du? = Wat mains du?).\"",\""Par personām jautā ar wer (kas/kurš), nevis war.\""]"",""study.examples"":""[{\""de\"":\""Was ist das?\"",\""lv\"":\""Wéi vill kascht et?\""},{\""de\"":\""Was ist passiert?\"",\""lv\"":\""Cash Notiz?\""},{\""de\"":\""Was machst du gerade?\"",\""lv\"":\""Wousst Dir dat?\""},{\""de\"":\""Was möchtest du trinken?\"",\""lv\"":\""Ko du vēlies dzert?\""},{\""de\"":\""Was bedeutet dieses Wort?\"",\""lv\"":\""Wat bedeit dëst Wuert?\""},{\""de\"":\""Was ist dein Lieblingsessen?\"",\""lv\"":\""Wat ass dein Liiblingskréizerei?\""},{\""de\"":\""Was hast du gesagt?\"",\""lv\"":\""Ko du passacīji?\""}]""}","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""wat"",""study.translation"":""wat"",""study.explanation"":""[\""Haaptiddi: was ass e Froewuert fir Saachen an Evenementer; op Lëtzebuergesch heescht et wat.\"",\""was freet no Saachen, Fakten an Evenementer, net no Persounen.\"",\""Déi däitsch Form was bleift onverännert.\"",\""Als Sujet entsprécht was dem Lëtzebuergesche wat: Was ist das? – Wat ass dat?\"",\""Als Objet entsprécht was och wat: Was machst du? – Wat méchs du?\"",\""Fir Persoune benotzt een wer, op Lëtzebuergesch wien.\""]"",""study.examples"":""[{\""de\"":\""Was ist das?\"",\""lv\"":\""Wat ass dat?\""},{\""de\"":\""Was ist passiert?\"",\""lv\"":\""Wat ass geschitt?\""},{\""de\"":\""Was machst du gerade?\"",\""lv\"":\""Wat méchs du grad?\""},{\""de\"":\""Was möchtest du trinken?\"",\""lv\"":\""Wat wëlls du drénken?\""},{\""de\"":\""Was bedeutet dieses Wort?\"",\""lv\"":\""Wat bedeit dëst Wuert?\""},{\""de\"":\""Was ist dein Lieblingsessen?\"",\""lv\"":\""Wat ass däi Liiblingsiessen?\""},{\""de\"":\""Was hast du gesagt?\"",\""lv\"":\""Wat hues du gesot?\""}]"",""study.tip"":""[\""was bleift am Däitschen onverännert; op Lëtzebuergesch steet wat.\"",\""Saach oder Evenement → wat; Persoun → wien.\""]"",""study.important"":""[\""was freet ni no Persounen.\"",\""Fir Persoune steet wer / wien.\"",\""was für (ein/eine) entsprécht wat fir (een/eng).\"",\""Falsch: Wer ist passiert? Richteg: Was ist passiert?\""]"",""study.sectionAccents"":""{\""explanation\"":{\""blue\"":[\""was\""],\""purple\"":[\""wat\""]},\""examples\"":[{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}},{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}},{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}},{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}},{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}},{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}},{\""de\"":{\""blue\"":[\""Was\""]},\""lv\"":{\""purple\"":[\""Wat\""]}}]}""}","LRB-069 OWNER mapping full_card_target_fields: was|idx:644.","","INDIVIDUAL_LINGUISTIC"
"BATCH-156","b5021df882cede05","b5021df882cede05782b29ace8aed424bc2cc06e554199e7b43137e5f661b35d","DISC-G2-A1-LB-L0008","g2/a1/lb|sich waschen|idx:646|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","sich waschen|idx:646","lv","mazgāties","sich waschen","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","sech wäschen","LRB-069 OWNER mapping scalar lv: sich waschen|idx:646.","","INDIVIDUAL_LINGUISTIC"
"BATCH-168","cfaaf0617c162a35","cfaaf0617c162a355172c27f85d5a7557419b8b85f614a0a80706cc8e98cc96d","DISC-G2-A1-LB-L0009","g2/a1/lb|Weg|idx:647|lv|MISTRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Weg|idx:647","lv","ceļš","Weg","","Regioun Road Yol","Regioun Road Yol","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Wee","LRB-069 OWNER mapping scalar lv: Weg|idx:647.","","INDIVIDUAL_LINGUISTIC"
"BATCH-156","cdecab82fd32bc8e","cdecab82fd32bc8e5437d9822c067a0e1570f4a2e541f0452bc1aabfc5e3d6ab","DISC-G2-A1-LB-L0010","g2/a1/lb|Wein|idx:649|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","Wein|idx:649","lv","vīns","Wein","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Wäin","LRB-069 OWNER mapping scalar lv: Wein|idx:649.","","INDIVIDUAL_LINGUISTIC"
"BATCH-155","9cc8020e14b4ea4f","9cc8020e14b4ea4f40612ad76e8e99f3dd4d59092daf20036fe9034cadfce682","DISC-G2-A1-LB-L0011","g2/a1/lb|weinen|idx:650|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","weinen|idx:650","lv","raudāt","weinen","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","kräischen","LRB-069 OWNER mapping scalar lv: weinen|idx:650.","","INDIVIDUAL_LINGUISTIC"
"BATCH-156","d4c5e6cfbf3034e4","d4c5e6cfbf3034e4c201c09e26efce58b367f86bc00217769e79e23d3592d582","DISC-G2-A1-LB-L0012","g2/a1/lb|weiß|idx:651|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","weiß|idx:651","lv","balts","weiß","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","wäiss","LRB-069 OWNER mapping scalar lv: weiß|idx:651.","","INDIVIDUAL_LINGUISTIC"
"BATCH-154","408ffdbc5eca9214","408ffdbc5eca92140901abf3fbc95f7a1e10020b8e57e81bc010e4240df1cfde","DISC-G2-A1-LB-L0013","g2/a1/lb|wenig|idx:654|lv|MISSING_TRANSLATION|gpt-5.6-luna","lb","","crowdin-staging/g2/lb-a1.json","wenig|idx:654","lv","maz","wenig","","CAA -","CAA -","PASS","","MISSING_TRANSLATION","MISSING_OR_UNTRANSLATED","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","wéineg","LRB-069 OWNER mapping scalar lv: wenig|idx:654.","","INDIVIDUAL_LINGUISTIC"
