source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-080","c8c590ead200252b","c8c590ead200252b348fde4715d6a95297758c9245a1d687da70c7fa0a8339cb","DISC-G2-A1-FI-L0022","g2/a1/fi|öffnen|idx:460|lv|TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","öffnen|idx:460","lv","atvērt","öffnen","","Avama","Avama","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Avata","FI öffnen lv: ET Avama → FI Avata for atvērt open. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-077","4b6e83d91a075db7","4b6e83d91a075db79298f5f232f3cd4efc2db67adbc7270361a2142e48ef87f7","DISC-G2-A1-FI-L0023","g2/a1/fi|oft|idx:461|lv|TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","oft|idx:461","lv","bieži","oft","","Sageli","Sageli","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Usein","FI oft lv: ET Sageli → FI Usein for bieži often. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-076","33e9635a995e14ad","33e9635a995e14ad576f27454837a4d796cf370e859058ab7cd1bac1f9e8aaef","DISC-G2-A1-FI-L0024","g2/a1/fi|ohne|idx:462|lv|TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","ohne|idx:462","lv","bez","ohne","","Ilma","Ilma","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Ilman","FI ohne lv: ET Ilma → FI Ilman for bez without. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-079","b261750afc4efe84","b261750afc4efe847998af788b2cd77b41cd42521713a5568f716e39eef2aa40","DISC-G2-A1-FI-L0025","g2/a1/fi|Ohr|idx:463|lv|TARGET_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Ohr|idx:463","lv","auss","Ohr","","Kõrv","Kõrv","PASS","","TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Korva","FI Ohr lv: ET Kõrv → FI Korva for auss ear. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-078","9462cacc6a7177e2","9462cacc6a7177e2e8c4d1c7f3ea7296b96d1a7de1a742a5648d784f717f3ff2","DISC-G2-A1-FI-L0001","g2/a1/fi|Oktober|idx:464|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Oktober|idx:464","lv","oktobris","Oktober","","Oktoober","Oktoober","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Lokakuu","FI Oktober lv: ET Oktoober → FI Lokakuu for oktobris October. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-078","85d6ad95d465971c","85d6ad95d465971cde5ce84f49c7e4ca0404b349b7bf9b3f2a4eb0807a7c123b","DISC-G2-A1-FI-L0002","g2/a1/fi|Onkel|idx:465|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Onkel|idx:465","lv","tēvocis","Onkel","","Onu","Onu","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Setä","FI Onkel lv: ET Onu → FI Setä for tēvocis uncle. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-076","17a1d1ba460ad120","17a1d1ba460ad120d1b17bfb63e71229ae099c4d3ef62373e007fdcf30b596df","DISC-G2-A1-FI-L0003","g2/a1/fi|Orange|idx:466|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Orange|idx:466","lv","apelsīns","Orange","","Apelsin","Apelsin","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Appelsiini","FI Orange lv: ET Apelsin → FI Appelsiini for apelsīns orange. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-076","0e304d7d5e89134c","0e304d7d5e89134cdff518a8f93743fb63bc2d4b662af1236d6c96b1cef47243","DISC-G2-A1-FI-L0004","g2/a1/fi|Ostern|idx:467|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Ostern|idx:467","lv","Lieldienas","Ostern","","Lihavõtted","Lihavõtted","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Pääsiäinen","FI Ostern lv: ET Lihavõtted → FI Pääsiäinen for Lieldienas Easter. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-079","a5cc6b72aa19bdc0","a5cc6b72aa19bdc02db91cba84a50c838f7b117aca156013b7c65b1963e9e6e0","DISC-G2-A1-FI-L0005","g2/a1/fi|Paar|idx:468|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Paar|idx:468","lv","pāris","Paar","","Paar","Paar","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Pari","FI Paar lv: ET Paar → FI Pari for pāris pair/couple. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-075","007ad991e3060002","007ad991e30600022f46ac664d4437613c5838c4c38390ad05b757ee3fe15c0f","DISC-G2-A1-FI-L0006","g2/a1/fi|Papier|idx:469|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Papier|idx:469","lv","papīrs","Papier","","Paber","Paber","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Paperi","FI Papier lv: ET Paber → FI Paperi for papīrs paper. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
