source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,provenance_type
"BATCH-167","c35a96c6f588cea0","c35a96c6f588cea0b7182f0f41c98cc9bfe7f9407a7e7f542e825cbc8aaecffb","DISC-G2-A1-IT-L0008","g2/a1/it|Garage|idx:220|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Garage|idx:220","lv","garāža","Garage","","Autorimessa","Autorimessa","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Garage/lv: «Autorimessa» is standard Italian for garage/garāža; no correction needed.","INDIVIDUAL_LINGUISTIC"
"BATCH-166","80eb669286960230","80eb6692869602305f8b03eb28660b54e659f6e5ddcc420eb304ec567e92f71a","DISC-G2-A1-IT-L0004","g2/a1/it|Gramm|idx:246|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Gramm|idx:246","lv","grams","Gramm","","Grammo","Grammo","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Gramm/lv: «Grammo» correctly renders gram/grams in metric vocabulary.","INDIVIDUAL_LINGUISTIC"
"BATCH-167","e10e8c5b77ac64c0","e10e8c5b77ac64c04acde7b78da8b1466f9199bef34babd8a93701285802b353","DISC-G2-A1-IT-L0005","g2/a1/it|Grammatik|idx:247|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Grammatik|idx:247","lv","gramatika","Grammatik","","Grammatica","Grammatica","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Grammatik/lv: «Grammatica» is the expected Italian noun for grammar/gramatika.","INDIVIDUAL_LINGUISTIC"
"BATCH-167","ab0a4ea34c9da1fe","ab0a4ea34c9da1fe60a6d0c6be2a0a12fd4ace654bb5ff453fde3a1ebd93a73f","DISC-G2-A1-IT-L0009","g2/a1/it|Gruppe|idx:255|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Gruppe|idx:255","lv","grupa","Gruppe","","Gruppo","Gruppo","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Gruppe/lv: «Gruppo» accurately translates group/grupa.","INDIVIDUAL_LINGUISTIC"
"BATCH-166","60b12a19a6d80d77","60b12a19a6d80d771b391ca0fd35bd0c1dbee1697ca942a1759280c99568ca2f","DISC-G2-A1-IT-L0010","g2/a1/it|Gruß|idx:256|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Gruß|idx:256","lv","sveiciens","Gruß","","Saluto","Saluto","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Gruß/lv: «Saluto» is idiomatic Italian for greeting/sveiciens.","INDIVIDUAL_LINGUISTIC"
"BATCH-166","564efe4ce5173936","564efe4ce5173936a762cf242cc0875273f34e64c707c951afce8976d01e568e","DISC-G2-A1-IT-L0016","g2/a1/it|Hauptstadt|idx:272|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Hauptstadt|idx:272","lv","galvaspilsēta","Hauptstadt","","La capitale...","La capitale...","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","Capitale","IT Hauptstadt/lv: production «La capitale...» has truncation ellipsis; replace with clean headword «Capitale» for galvaspilsēta.","INDIVIDUAL_LINGUISTIC"
"BATCH-167","f3afd94e95fde6a6","f3afd94e95fde6a6c6de341111013f200fd281b0392bbcc40a808ae771e72c97","DISC-G2-A1-IT-L0004","g2/a1/it|Meter|idx:404|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Meter|idx:404","lv","metrs","Meter","","Metro","Metro","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Meter/lv: «Metro» is correct Italian for meter/metrs.","INDIVIDUAL_LINGUISTIC"
"BATCH-166","a29943cd398ac1ea","a29943cd398ac1ea90b401543c23928afdec1e3f2e6f58cef1ebc5d1740e3d86","DISC-G2-A1-IT-L0007","g2/a1/it|Minute|idx:407|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Minute|idx:407","lv","minūte","Minute","","Minuto","Minuto","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Minute/lv: «Minuto» correctly maps minute/minūte.","INDIVIDUAL_LINGUISTIC"
"BATCH-166","879f89eeb0ed5470","879f89eeb0ed5470699225c953742766dbbb8c51c4780c2782d404649b7a2b0d","DISC-G2-A1-IT-L0012","g2/a1/it|Musik|idx:422|lv|TRANSLATION_ERROR|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Musik|idx:422","lv","mūzika","Musik","","Musica","Musica","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Musik/lv: «Musica» is standard Italian for music/mūzika.","INDIVIDUAL_LINGUISTIC"
"BATCH-167","fb5e2970763a313b","fb5e2970763a313b004fcf04021ad7d346bb9fefe6fb28677039a9cac25f7ba9","DISC-G2-A1-IT-L0004","g2/a1/it|Ostern|idx:467|lv|MISTRANSLATION|gpt-5.6-luna","it","","crowdin-staging/g2/it-a1.json","Ostern|idx:467","lv","Lieldienas","Ostern","","Pasqua","Pasqua","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","IT Ostern/lv: «Pasqua» is the correct Italian holiday name for Easter/Lieldienas.","INDIVIDUAL_LINGUISTIC"
