source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,provenance_type
"BATCH-105","5e00c1ac09680344","5e00c1ac096803445e3c1afd1d78f67ae98b2bf624b335e75d213d846ba463de","DISC-G2-A1-MK-L0024","g2/a1/mk|Fenster|idx:180|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fenster|idx:180","lv","logs","Fenster","","Прозорец","Прозорец","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fenster/lv: «Прозорец» correctly translates window/logs in Macedonian Cyrillic.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","e4aa0763fc541290","e4aa0763fc541290a754a07d5cfc19496f18cc5f27eaec907046a8c23ce1f4ec","DISC-G2-A1-MK-L0004","g2/a1/mk|Film|idx:185|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Film|idx:185","lv","filma","Film","","Филм","Филм","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Film/lv: «Филм» is standard Macedonian for film/filma.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","2879792fd2226816","2879792fd2226816fbb1d62e432e539ec27a5191b311be24a4e2ef29070124d1","DISC-G2-A1-MK-L0007","g2/a1/mk|Fisch|idx:189|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fisch|idx:189","lv","zivs","Fisch","","Риба","Риба","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fisch/lv: «Риба» accurately maps fish/zivs.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","044b6f5c659494ba","044b6f5c659494ba4477b3e302adb40db488ddd62fc689dc4a80b8c89db70bda","DISC-G2-A1-MK-L0008","g2/a1/mk|Flasche|idx:190|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Flasche|idx:190","lv","pudele","Flasche","","Шише","Шише","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Flasche/lv: «Шише» is the expected Macedonian noun for bottle/pudele.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","06d41fbb085cbefb","06d41fbb085cbefb8f1adfa242d18a1af2a7656e3a810afa315852d6b9b12416","DISC-G2-A1-MK-L0011","g2/a1/mk|Flugzeug|idx:193|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Flugzeug|idx:193","lv","lidmašīna","Flugzeug","","Авион","Авион","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Flugzeug/lv: «Авион» correctly renders airplane/lidmašīna.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","d3be7447d8af03c8","d3be7447d8af03c82eee1b9b7fc87f651956399ab5e38110743afcb8ea5a6332","DISC-G2-A1-MK-L0012","g2/a1/mk|Fluss|idx:194|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Fluss|idx:194","lv","upe","Fluss","","Река","Река","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Fluss/lv: «Река» is appropriate Macedonian for river/upe.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","6b11320ac62cd358","6b11320ac62cd3587d75a42851939e9d836c7581370d3317ff8e58e748e02be1","DISC-G2-A1-MK-L0022","g2/a1/mk|früh|idx:205|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","früh|idx:205","lv","agrs","früh","","Рано","Рано","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK früh/lv: «Рано» correctly translates early/agrs.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","afc5ffe676e7a54f","afc5ffe676e7a54f483cb5810515d60b642e9ceb9d96881eb126275edcf5dcbc","DISC-G2-A1-MK-L0023","g2/a1/mk|Frühling|idx:206|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Frühling|idx:206","lv","pavasaris","Frühling","","Пролет","Пролет","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Frühling/lv: «Пролет» is standard Macedonian for spring/pavasaris.","INDIVIDUAL_LINGUISTIC"
"BATCH-106","dd59a391efa90838","dd59a391efa90838b0b8eb401da81eca3c34e1fb844dd41b804ee5199c0dcdb2","DISC-G2-A1-MK-L0001","g2/a1/mk|Glas|idx:241|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Glas|idx:241","lv","glāze","Glas","","Чаша","Чаша","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Glas/lv: «Чаша» correctly maps glass/glāze in everyday usage.","INDIVIDUAL_LINGUISTIC"
"BATCH-105","5c3c546c880e2ca9","5c3c546c880e2ca91f4034cda32779cfa29d5eb6f9745bd1197f183aea49a96a","DISC-G2-A1-MK-L0005","g2/a1/mk|Gramm|idx:246|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","mk","","crowdin-staging/g2/mk-a1.json","Gramm|idx:246","lv","grams","Gramm","","Грам","Грам","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","NELABOT","","MK Gramm/lv: «Грам» is acceptable Macedonian for gram/grams.","INDIVIDUAL_LINGUISTIC"
